W1,W2,W3,F
discussed,telangana,results,2
telangana,results,planning,2
results,planning,yesterday,2
congress,headquarters,ahead,2
office,congress,headquarters,2
gets,office,congress,2
gandhi,gets,office,2
priyanka,gandhi,gets,2
chief,forge,alliance…,2
lok,elections,together,2
coming,lok,elections,2
fighting,coming,lok,2
favour,fighting,coming,2
seem,favour,fighting,2
tjs,seem,favour,2
cpi,tjs,seem,2
mood,congress,tdp,2
general,mood,congress,2
ends,instructing,stat…,2
govt,need,modi,2
efficient,govt,need,2
noncorrupt,efficient,govt,2
honest,noncorrupt,efficient,2
need,honest,noncorrupt,2
less,need,honest,2
audio,tape,speaker,2
leader,saying,next,2
saying,next,session,2
next,session,congress,2
session,congress,leader,2
gandhi,maidan,patna,2
gandhi,post,co…,2
inducted,followed,meeting,2
meeting,state,party,2
meeting,presence,sri,2
congi,kya,history,2
joh,surgical,strikes,2
surgical,strikes,ko,2
strikes,ko,fake,2
ko,fake,raha,2
fake,raha,tha,2
raha,tha,ye,2
one,guts,rahul,2
gadkari,one,guts,2
nitin,gadkari,one,2
pcc,presidents,clp,2
meeting,pcc,presidents,2
called,meeting,pcc,2
tha,ye,congi,2
ye,congi,kya,2
saying,one,questioned,2
ka,keeda,joh,2
one,person,matches,2
pm,chor,right,2
calling,pm,chor,2
penalized,calling,pm,2
gandhi,penalized,calling,2
seeks,ticket,anandpur,2
shergill,seeks,ticket,2
jaiveer,shergill,seeks,2
congress,spokesperson,jaiveer,2
elections,congress,spokesperson,2
rahul,gandhi,penalized,2
logic,rahul,gandhi,2
considering,logic,rahul,2
one,questioned,says,2
keeda,joh,surgical,2
gutter,ka,keeda,2
state,party,chiefs,2
ivnu,comedian,understand,2
discussion,meeting,presence,2
attended,discussion,meeting,2
fact,must,kept,2
must,kept,mind,2
kept,mind,voters,2
reason,must,lose,2
another,reason,must,2
many,uturns,yrs,2
forgot,many,uturns,2
fyi,forgot,many,2
yaavano,ivnu,comedian,2
delhi,review,preparations,2
incharges,delhi,review,2
state,incharges,delhi,2
comedian,understand,spoke,2
yeh,gutter,ka,2
understand,spoke,hr,2
spoke,hr,long,2
hr,long,speech,2
well,said,fact,2
said,fact,chowkidaar,2
fact,chowkidaar,ran,2
whtsapp,vs,motley,2
via,whtsapp,vs,2
recd,via,whtsapp,2
chowkidaar,ran,away,2
ran,away,asked,2
away,asked,woman,2
pm,wrong,saying,2
wrong,saying,one,2
questioned,says,via,2
discussion,congress,mp,2
helped,win,amethi,2
positive,change,happens,2
kept,challenging,interview,2
defeat,gandhis,victory,2
core,culture,along,2
victory,modi,victory,2
day,yesterday,country,2
yesterday,country,love,2
country,love,post,2
love,post,sworn,2
post,sworn,well,2
sworn,well,done,2
look,core,culture,2
want,look,core,2
happens,want,look,2
change,happens,want,2
real,positive,change,2
interview,helped,win,2
r3,party,done,2
live,speaks,rafale,2
speaks,rafale,issue,2
president,prime,minister,2
directionless,leadership,can’t,2
due,directionless,leadership,2
today,due,directionless,2
face,today,due,2
going,face,today,2
nation,going,face,2
roadmap,strategies,upcoming,2
chalk,roadmap,strategies,2
chiefs,chalk,roadmap,2
party,chiefs,chalk,2
challenging,interview,witnessed,2
aujla,threw,paper,2
congress,afraid,losing,2
afraid,losing,trying,2
admitted,interview,helped,2
wondering🤔,admitted,interview,2
congress,mp,gurjeet,2
mp,gurjeet,singh,2
gurjeet,singh,aujla,2
singh,aujla,threw,2
centre,congress,supremo,2
government,centre,congress,2
something,indians,love,2
kar,raha,hai,2
free,something,indians,2
get,free,something,2
congress,get,free,2
vote,congress,get,2
saam,daam,dand,2
stealing,peoples,money,2
away,stealing,peoples,2
running,away,stealing,2
helped,running,away,2
modi,helped,running,2
said,modi,helped,2
say,said,modi,2
mr,say,said,2
admi,saam,daam,2
called,meeting,partys,2
aam,admi,saam,2
win,aam,admi,2
trying,win,aam,2
losing,trying,win,2
contest,seats,elections,2
popular,demand,indians,2
ofpostfreedomindia,withhispoliticalparty,withr,2
wonderful,contests,lok,2
wont,happen,wonderful,2
know,wont,happen,2
cant,leader,forgot,2
excellent,reply,shri,2
reply,shri,narendra,2
proves,cant,leader,2
fail,proves,cant,2
omg,actually,fudged,2
answer,modi,vs,2
dear,answer,modi,2
accuses,govt,lying,2
govt,lying,ask,2
lying,ask,respond,2
defence,dont,defence,2
sure,might,raihan,2
happen,wonderful,contests,2
contests,lok,elections,2
raihan,vadra,wonder,2
lok,elections,amethi,2
changing,today,sursurwala,2
everything,changing,today,2
place,everything,changing,2
time,place,everything,2
tomorrow,time,place,2
yes,tomorrow,time,2
tomorrow,yes,tomorrow,2
polls,contest,together,2
contest,together,says,2
together,says,download,2
says,download,et,2
jai,thnq,sir,2
ji,jai,thnq,2
sry,ji,jai,2
elections,amethi,actually,2
might,raihan,vadra,2
vadra,wonder,check,2
using,target,fake,2
knows,kids,develop,2
style,gimmick,smell,2
gimmick,smell,defeat,2
smell,defeat,heavier,2
common,man,power,2
power,common,man,2
aadmi,power,common,2
aam,aadmi,power,2
jumla,aam,aadmi,2
congress,jumla,aam,2
dear,congress,jumla,2
per,year,farmers,2
delivered,per,year,2
promised,delivered,per,2
govt,promised,delivered,2
modi,govt,promised,2
typical,style,gimmick,2
pappus,knows,kids,2
wonder,check,history,2
harming,pappus,knows,2
check,history,nehru,2
history,nehru,pm,2
nehru,pm,gandhi(maternal,2
pm,gandhi(maternal,grandson)pm,2
gandhi(maternal,grandson)pm,vadra,2
grandson)pm,vadra,maternal,2
vadra,maternal,g.son),2
maternal,g.son),pm,2
g.son),pm,sis,2
pm,sis,raga,2
sis,raga,ur,2
aiyyo,maathe,modiji,2
maathe,modiji,doesnt,2
modiji,doesnt,harming,2
doesnt,harming,pappus,2
today,sursurwala,lost,2
sursurwala,lost,jind,2
prime,minister,lok,2
emergence,audio,rec…,2
minded,parties,congress,2
parties,congress,headquarters,2
congress,headquarters,tejasvi+kushwaha+manjhi+sharad,2
headquarters,tejasvi+kushwaha+manjhi+sharad,yadav,2
tejasvi+kushwaha+manjhi+sharad,yadav,patel,2
yadav,patel,stage,2
leaders,moved,adjournment,2
still,think,power,2
lie,still,think,2
low,lie,still,2
new,low,lie,2
creating,new,low,2
congress,creating,new,2
day,congress,creating,2
day,day,congress,2
like,minded,parties,2
protests,opposition,parties,2
young,team,pm…,2
jai,shri,ram,2
gandhi,dumped,united,2
dumped,united,opposition,2
united,opposition,plan,2
opposition,plan,tiwari,2
put,high,command,2
proposal,put,high,2
dissent,proposal,put,2
expressed,dissent,proposal,2
leaders,expressed,dissent,2
congress,leaders,expressed,2
wants,play,tape,2
aiadmk,tdp,congress,2
tdp,congress,protested,2
congress,protested,various,2
protested,various,issues,2
humiliated,congress,defence,2
congress,defence,min,2
defence,min,makes,2
min,makes,show,2
every,citizen,india,2
hard,every,citizen,2
try,hard,every,2
forget,didnt,vote,2
didnt,vote,congress,2
vote,congress,gundas,2
congress,gundas,corrupt,2
gundas,corrupt,haramis,2
corrupt,haramis,people,2
haramis,people,want,2
people,want,make,2
want,make,mistake,2
yes,let,issue,2
analysis,election,rahul,2
true,analysis,election,2
citizen,india,knows,2
india,knows,one,2
weapon,thats,maintain,2
house,adjourned,till,2
makes,show,congress’,2
show,congress’,allegations,2
congress’,allegations,congress,2
allegations,congress,rafale,2
every,one,forget,2
one,forget,didnt,2
say,election,rahul,2
thats,maintain,silence,2
reality,get,used,2
thank,wonderful,dinner,2
wonderful,dinner,friends,2
future,congress,seriously,2
one,reality,get,2
knows,one,reality,2
accepted,modi,govt,2
finally,accepted,modi,2
congress,finally,accepted,2
going,see,good,2
gandhis,tune,changed,2
tune,changed,short,2
changed,short,years,2
supporting,philosophy,heart,2
scores,supporting,philosophy,2
always,scores,supporting,2
life,always,scores,2
humility,life,always,2
keeps,humility,life,2
one,keeps,humility,2
stupidity,president,people,2
citizens,stupidity,president,2
french,citizens,stupidity,2
president,french,citizens,2
french,president,french,2
rahul,gandhis,tune,2
surely,going,see,2
failed,advocate,award,2
heart,surely,going,2
award,goes,shree,2
goes,shree,syed,2
shree,syed,naina,2
syed,naina,naqvi,2
naina,naqvi,ji,2
take,congress,today,2
great,effort,everyone,2
it’s,great,effort,2
congratulations,it’s,great,2
good,said,every,2
said,every,hindu,2
every,hindu,rss,2
hindu,rss,worker,2
rss,worker,heart,2
worker,heart,surely,2
sorry,french,president,2
pradesh,congress,readies,2
congress,readies,plan,2
go,alone,lok,2
diaper,supply,time,2
supply,time,high,2
time,high,earlier,2
viewpoint,join,hands,2
parties,viewpoint,join,2
quits,parties,viewpoint,2
call,quits,parties,2
leaders,call,quits,2
top,leaders,call,2
year,date,took,2
last,year,date,2
history,last,year,2
congress,history,last,2
date,congress,history,2
great,date,congress,2
news,diaper,supply,2
latest,news,diaper,2
defence,ministry,officials,2
done,minister,modi,2
lok,polls,reports,2
reason,needed,sonia,2
needed,sonia,appreciated,2
sonia,appreciated,works,2
appreciated,works,done,2
works,done,minister,2
minister,modi,sarkar,2
towards,wants,drive,2
congress,reverse,gear,2
reverse,gear,pm,2
gear,pm,pushing,2
pm,pushing,country,2
pushing,country,towards,2
country,towards,wants,2
advocate,award,goes,2
cant,leave,seat,2
whatever,outcome,reckoning,2
produce,types,humour,2
indian,known,vote,2
shivraj,chauhan,resignation,2
cm,shivraj,chauhan,2
mp,cm,shivraj,2
says,mp,cm,2
free’,says,mp,2
known,vote,religion,2
vote,religion,caste,2
religion,caste,creed,2
caste,creed,groups,2
creed,groups,types,2
groups,types,rahul,2
types,rahul,sonia,2
nailing,lies,inspite,2
apart,nailing,lies,2
types,humour,enjoyed,2
modiji,produce,types,2
time,show,strength,2
dynasty,modiji,produce,2
defence,minister,rahul,2
rahul,gandhi,apologised,2
gandhi,apologised,winked,2
congress,pm,modi,2
growing,unemployment,strange,2
disastrous,years,congress,2
years,congress,worst,2
congress,worst,prime,2
worst,prime,minister,2
prime,minister,history,2
minister,history,corrupt,2
sir,want,say,2
want,say,really,2
wow,congress,ad,2
ad,dynasty,modiji,2
ripping,apart,nailing,2
first,second,family,2
second,family,congress,2
family,congress,party,2
deal,didnt,get,2
rafale,deal,didnt,2
cong,rafale,deal,2
government,threatens,play,2
attacks,government,threatens,2
raga,attacks,government,2
ramdevs,statement,next,2
statement,next,pm,2
next,pm,cant,2
pm,cant,say,2
mukt,dream,dream,2
dream,dream,fulfilling,2
happened,gauri,lankesh,2
questions,happened,gauri,2
simple,questions,happened,2
threatens,play,audio,2
rahul,gandhi,see,2
support,rahul,gandhi,2
loved,today’s,fierce,2
congress,party,ed,2
party,ed,office,2
ed,office,right,2
office,right,mr,2
right,mr,vadra,2
mr,vadra,karti,2
today’s,fierce,speech,2
defame,pm,heard,2
fierce,speech,speaker,2
speech,speaker,ma’am,2
speaker,ma’am,didn’t,2
ma’am,didn’t,even,2
didn’t,even,care,2
even,care,whether,2
rahul,gandhi,dumped,2
high,command,alliance,2
command,alliance,tdp,2
wisdom,prevails,upon,2
results,source,new,2
watched,tym,lok,2
man,watched,tym,2
prince,man,watched,2
like,prince,man,2
look,like,prince,2
star,look,like,2
film,star,look,2
like,film,star,2
attitude,like,film,2
show,attitude,like,2
dont,show,attitude,2
ppl,dont,show,2
common,ppl,dont,2
supportive,common,ppl,2
prevails,upon,people,2
hope,wisdom,prevails,2
privilege,motion,rahul,2
safety,hope,wisdom,2
multiple,times,inside,2
seen,multiple,times,2
gandhi,seen,multiple,2
sonia,gandhi,seen,2
energy,sonia,gandhi,2
new,energy,sonia,2
tweet,countdown,examines,2
countdown,examines,moves,2
examines,moves,sp,2
moves,sp,congress,2
sp,congress,may,2
source,new,energy,2
people,voting,endanger,2
voting,endanger,safety,2
endanger,safety,hope,2
say,supportive,common,2
proud,say,supportive,2
feel,proud,say,2
nd,feel,proud,2
really,wish,like,2
country,nd,feel,2
leader,country,nd,2
meet,leader,country,2
nd,meet,leader,2
visted,nd,meet,2
life,visted,nd,2
tym,life,visted,2
win,seats,polls,2
know,human,no.of,2
live,defence,minister,2
nirmala,sitharaman,takes,2
sudden,silence,congress,2
silence,congress,camp,2
congress,camp,faces,2
wish,like,us,2
like,us,presidential,2
us,presidential,elections,2
pm,ji,sir,2
many,amongst,citizens,2
clear,many,amongst,2
upto,clear,many,2
run,upto,clear,2
sir,run,upto,2
ji,sir,run,2
open,pm,ji,2
presidential,elections,open,2
elections,open,pm,2
analysis,evm,hacked,2
evm,hacked,strengthens,2
hacked,strengthens,position,2
strengthens,position,pm,2
position,pm,candidate,2
aim,win,seats,2
motion,rahul,gandhi,2
faces,rahul,gandhi,2
itweet:with,entry,politics,2
entry,politics,partys,2
politics,partys,time,2
political,news,day,2
news,day,days,2
day,days,crucial,2
days,crucial,general,2
crucial,general,elections,2
general,elections,priyanka,2
priyanka,gandhi,formally,2
gandhi,formally,enters,2
crocodile,tears,govt,2
jharkhand,congress,wins,2
congress,wins,votes,2
wins,votes,ndtv,2
tears,govt,gave,2
privilege,motion,pm,2
show,send,proxy,2
rafale,issue,motion,2
congress,mp,gave,2
much,mayawati,much,2
referring,first,posttruth,2
first,posttruth,politician’,2
posttruth,politician’,criticised,2
politician’,criticised,ideology,2
criticised,ideology,dynasty,2
arun,jaitley,speaking,2
fm,arun,jaitley,2
towards,fm,arun,2
showing,true,colours,2
seeking,permission,moving,2
section,seeking,permission,2
notices,section,seeking,2
gave,notices,section,2
mp,gave,notices,2
gave,waivers,given,2
true,theres,today,2
waivers,given,contracts,2
hahahhahhaa,pappu,papad,2
raise,slogans,demanding,2
treasury,raise,slogans,2
noon,till,p.m,2
till,noon,till,2
slogans,parivaar,chor,2
issue,slogans,parivaar,2
apology,issue,slogans,2
demand,apology,issue,2
mp’s,demand,apology,2
twitter,mp’s,demand,2
sonia,era,minority,2
constinuing,sonia,era,2
despite,constinuing,sonia,2
hindus,despite,constinuing,2
fool,hindus,despite,2
slogans,demanding,apology,2
scathing,attack,congress,2
congress,rafale,deal,2
union,minister,arun,2
pappu,papad,responding,2
papad,responding,sitharam,2
responding,sitharam,confused,2
sitharam,confused,frances,2
arun,jaitley,said,2
minister,arun,jaitley,2
everyday,clear,imperative,2
rafale,deal,parliament,2
parliament,union,minister,2
modi,knows,different,2
know,modi,knows,2
dont,know,modi,2
mr,even,dont,2
deal,parliament,union,2
camp,faces,rahul,2
gandhi,opposition,mps,2
panaji,says,nothing,2
upfront,pm,times,2
join,india,upfront,2
war,join,india,2
perception,war,join,2
committee,chairman,ahead,2
congratulations,chosen,esteemed,2
decision,taken,modi,2
taken,modi,govt,2
modi,govt,updates,2
govt,updates,augusta,2
updates,augusta,westland,2
juggernaut,halts,momentum,2
modi,juggernaut,halts,2
ahead,modi,juggernaut,2
allies,ahead,modi,2
hrs,triumph,rahul,2
india,upfront,pm,2
pappu,rahulji,year,2
refused,die,mps,2
rahulji,year,also,2
din,house,refused,2
pm,din,house,2
till,pm,din,2
elections,kept,sources,2
sharing,elections,kept,2
congress,announcement,mayawatis,2
sans,congress,announcement,2
sharing,sans,congress,2
seat,sharing,sans,2
polls,sp,finalise,2
campaign,committee,chairman,2
feku,years,slide,2
modiji,feku,years,2
also,modiji,feku,2
year,also,modiji,2
years,still,developement,2
still,developement,thane,2
developement,thane,action,2
thane,action,required,2
good,political,impact,2
scheme,good,political,2
guarantee,scheme,good,2
income,guarantee,scheme,2
announced,minimum,income,2
congress,announced,minimum,2
gandhi,congress,announced,2
poll,day,idea,2
day,idea,country,2
idea,country,like,2
personal,visit,goa,2
visit,goa,chief,2
goa,chief,minister,2
minister,office,panaji,2
office,panaji,says,2
name,pm,candidate,2
midnapore,slammed,read,2
east,midnapore,slammed,2
family,chors,looters,2
useless,asshole,pappu,2
asshole,pappu,liar,2
pappu,liar,liar,2
liar,liar,misogynist,2
liar,misogynist,family,2
misogynist,family,chors,2
spent,years,studying,2
rally,east,midnapore,2
years,studying,strategizing,2
studying,strategizing,preparing,2
strategizing,preparing,rahul,2
preparing,rahul,gandhi,2
gandhi,time,exams,2
speaking,rally,east,2
house,refused,die,2
kpcc,campaign,committee,2
since,last,years,2
ji,perform,upcoming,2
sure,leadership,ji,2
states,sure,leadership,2
work,states,sure,2
hard,work,states,2
success,hard,work,2
ji,success,hard,2
congratulations,ji,success,2
many,congratulations,ji,2
unitedly,kpcc,chief,2
polls,unitedly,kpcc,2
rahul,gandhi,led,2
upcoming,polls,unitedly,2
face,upcoming,polls,2
ministerial,face,upcoming,2
discontent,ministerial,face,2
leadership,ji,perform,2
perform,upcoming,elections,2
minister,kpcc,campaign,2
fast,next,level,2
providing,since,last,2
meanwhile,providing,since,2
opposition,mps,surely,2
mps,surely,nirmala,2
former,cm,says,2
cm,says,contest,2
says,contest,polls,2
contest,polls,stated,2
surely,nirmala,sitharaman,2
upcoming,elections,wishes,2
looks,like,hyperactive,2
like,hyperactive,upgraded,2
hyperactive,upgraded,self,2
upgraded,self,fast,2
self,fast,next,2
representation,discontent,ministerial,2
get,representation,discontent,2
dec,get,representation,2
reshuffled,dec,get,2
understood,ji,spoke,2
ji,spoke,yesterday,2
transpired,sink,lower,2
lies,transpired,sink,2
visit,lies,transpired,2
personal,visit,lies,2
cm,personal,visit,2
goa,cm,personal,2
ailing,goa,cm,2
visits,ailing,goa,2
