W1,W2,W3,F
campaign,getting,struggling,1
getting,struggling,get,1
struggling,get,planes,1
get,planes,congress,1
planes,congress,said,1
nda,going,fight,1
going,fight,upcoming,1
fight,upcoming,elections,1
upcoming,elections,leadership,1
elections,leadership,challenge,1
hung,one,thing,1
inching,towards,finish,1
negative,politics,evms,1
jinhone,unhe,vote,1
pad,rha,thought,1
rha,thought,sare,1
thought,sare,log,1
sare,log,anpadh,1
log,anpadh,hain,1
anpadh,hain,jinhone,1
hain,jinhone,unhe,1
unhe,vote,dala,1
seems,inching,towards,1
vote,dala,guys,1
dala,guys,please,1
taken,huge,early,1
huge,early,lead,1
early,lead,rajasthan,1
lead,rajasthan,telangana,1
rajasthan,telangana,trs,1
hona,pad,rha,1
khush,hona,pad,1
pr,khush,hona,1
jeet,pr,khush,1
catch,action,fol…,1
rajasthan,congress,taken,1
congress,taken,early,1
taken,early,lead,1
early,lead,leading,1
lead,leading,seats,1
leading,seats,state,1
seats,state,leading,1
state,leading,seats,1
voted,situation,created,1
situation,created,aaj,1
created,aaj,congress,1
aaj,congress,ki,1
congress,ki,jeet,1
ki,jeet,pr,1
telangana,trs,leading,1
madhya,pradesh,important,1
pradesh,important,state,1
seats,around,other…,1
around,states,except,1
states,except,telangana,1
hq,swanky,morning,1
karnataka,crisis,skip,1
crisis,skip,congress,1
skip,congress,meet,1
congress,meet,show,1
meet,show,sent,1
show,sent,resort,1
sent,resort,indian,1
resort,indian,express,1
vs,rahul,war,1
rahul,war,polls,1
war,polls,seems,1
polls,seems,inching,1
seats,around,states,1
predicted,counting,votes,1
important,state,elections,1
predicted,counting,vot…,1
state,elections,win,1
elections,win,congress,1
win,congress,anything,1
congress,anything,done,1
anything,done,loss,1
done,loss,worse,1
loss,worse,loss,1
worse,loss,rajasthan,1
congress,win,rajasthan,1
win,rajasthan,win,1
rajasthan,win,cg,1
win,cg,tough,1
cg,tough,fight,1
tough,fight,mp,1
fight,mp,win,1
opposition,negative,politics,1
politics,evms,sensing,1
singh,track,live,1
party,read,detail,1
samajwadi,party,samaj,1
party,samaj,party,1
samaj,party,committed,1
party,committed,excluding,1
committed,excluding,congress,1
excluding,congress,party,1
congress,party,read,1
really,removing,tag,1
congressled,gain,seats,1
lok,elections,opinion,1
elections,opinion,poll,1
opinion,poll,seats,1
poll,seats,alliance,1
seats,alliance,joins,1
alliance,joins,hands,1
joins,hands,congress,1
modiyogi’s,samajwadi,party,1
doom,modiyogi’s,samajwadi,1
predicts,doom,modiyogi’s,1
survey,predicts,doom,1
seats,says,india,1
says,india,todaykravy,1
india,todaykravy,insights,1
todaykravy,insights,survey,1
congress,government,power,1
government,power,center,1
power,center,hacked,1
center,hacked,elections,1
real,leader,speaks,1
leader,speaks,resurrected,1
dont,fool,cool,1
fool,cool,say,1
congress,go,solo,1
go,solo,andhra,1
solo,andhra,pradesh,1
hands,congress,says,1
congress,says,mood,1
says,mood,nation,1
finally,whole,priyanka’s,1
priyanka’s,entry,active,1
entry,active,politics,1
move,played,congress,1
played,congress,getting,1
congress,getting,active,1
getting,active,politics,1
active,politics,never,1
politics,never,expected,1
never,expected,coming,1
expected,coming,regional,1
coming,regional,parties,1
regional,parties,underestimating,1
parties,underestimating,rahul,1
underestimating,rahul,gandhi,1
likely,win,watch,1
whole,priyanka’s,entry,1
allinace,seats,stake,1
mood,nation,survey,1
form,allinace,seats,1
political,party,congress,1
party,congress,huf,1
congress,huf,oh,1
huf,oh,sorry,1
oh,sorry,cuf,1
sorry,cuf,muf,1
candidate,jd(s,least,1
jd(s,least,six,1
least,six,lok,1
six,lok,seats,1
lok,seats,saffron,1
seats,saffron,party,1
saffron,party,five,1
party,five,years,1
five,years,ago,1
gain,seats,says,1
majority,congressled,gain,1
sensing,defeat,elections,1
schedule,likely,march,1
even,want,sink,1
want,sink,along,1
sink,along,lost,1
along,lost,every,1
lost,every,election,1
every,election,security,1
election,security,deposit,1
likely,march,first,1
short,majority,congressled,1
march,first,week,1
first,week,report,1
yeddyurappa,im,clp,1
im,clp,meeting,1
clp,meeting,left,1
meeting,left,comment,1
left,comment,theyre,1
alliances,even,want,1
fretting,alliances,even,1
stop,fretting,alliances,1
minister,stop,fretting,1
assume,hacker,sayng,1
hacker,sayng,true,1
sayng,true,true,1
true,true,shld,1
true,shld,also,1
shld,also,assume,1
also,assume,used,1
assume,used,recent,1
used,recent,elections,1
recent,elections,wil,1
elections,wil,usng,1
wil,usng,services,1
usng,services,upcoming,1
timepass,chief,minister,1
chief,minister,stop,1
comment,theyre,telling,1
theyre,telling,many,1
telling,many,things,1
goal,send,modi,1
modi,one,thing,1
offer,veteran,lea…,1
offer,veteran,leader,1
opposition,parties,come,1
parties,come,together,1
come,together,swiftly,1
together,swiftly,deliver,1
swiftly,deliver,last,1
deliver,last,cross,1
last,cross,majority,1
cross,majority,mark,1
win,elections,daily,1
poll,results,led,1
results,led,fall,1
led,fall,short,1
send,modi,one,1
common,goal,send,1
many,things,im,1
opposition,common,goal,1
things,im,mlas,1
im,mlas,worried,1
mlas,worried,party,1
worried,party,preparing,1
party,preparing,elections,1
called,claims,made,1
claims,made,selfclaimed,1
made,selfclaimed,expert,1
selfclaimed,expert,rigged,1
expert,rigged,hacked,1
rigged,hacked,conspiracy,1
hacked,conspiracy,sponsored,1
parties,hung,since,1
hung,since,opposition,1
since,opposition,common,1
thekedar,aur,chutiya,1
opposition,thekedar,aur,1
toh,opposition,thekedar,1
evident”,congress,leader…,1
maoisthit,chhattisgarh,congress,1
chhattisgarh,congress,lead,1
majority,mandate,arrogant”,1
mandate,arrogant”,state,1
arrogant”,state,congress,1
congress,president,sachin,1
president,sachin,pilot,1
important,meeting,leaders,1
last,yrs,really,1
meeting,leaders,madhya,1
leaders,madhya,pradesh,1
chief,minister,residence,1
minister,residence,counting,1
residence,counting,votes,1
votes,elect,underway,1
elect,underway,seesaw,1
says,maoisthit,chhattisgarh,1
main,says,maoisthit,1
khushi,main,says,1
ki,khushi,main,1
really,people’s,anger,1
people’s,anger,congress,1
anger,congress,finally,1
congress,finally,today,1
amod,kumar,sinha,1
kumar,sinha,congress,1
sinha,congress,gives,1
congress,gives,away,1
gives,away,flowers,1
away,flowers,party,1
flowers,party,office,1
party,office,raipur,1
office,raipur,jeet,1
raipur,jeet,ki,1
jeet,ki,khushi,1
underway,seesaw,congress,1
along,congress,done,1
congress,done,much,1
promises,could,fulfill,1
fulfill,din’,spoke,1
din’,spoke,never,1
spoke,never,came”,1
never,came”,congress,1
came”,congress,leader,1
mizoram,rejects,congress,1
rejects,congress,give,1
congress,give,another,1
another,chance,mnf,1
chance,mnf,take,1
mnf,take,another,1
take,another,level,1
another,level,shot,1
level,shot,completely,1
shot,completely,mojo,1
could,fulfill,din’,1
tall,promises,could,1
done,much,front”,1
made,tall,promises,1
much,front”,congress,1
front”,congress,leader,1
coverup,party,seats,1
party,seats,earlier,1
seats,earlier,going,1
earlier,going,huge,1
going,huge,leap,1
huge,leap,rajasthan,1
leap,rajasthan,particularly,1
rajasthan,particularly,ruling,1
particularly,ruling,party,1
clear,indication,things,1
indication,things,come,1
things,come,made,1
come,made,tall,1
yrs,really,people’s,1
victories,last,yrs,1
hai,toh,opposition,1
neck,neck,madhya,1
epicentre,farmers’,agitation,1
farmers’,agitation,state,1
agitation,state,updates,1
turf,congress,coverage,1
congress,coverage,day,1
rajasthan,chhattisgarh,neck,1
chhattisgarh,neck,neck,1
neck,madhya,pradesh,1
said,victories,last,1
madhya,pradesh,catch,1
know,candidate,manvendra,1
candidate,manvendra,singh,1
manvendra,singh,son,1
singh,son,veteran,1
son,veteran,jaswant,1
veteran,jaswant,singh,1
referred,epicentre,farmers’,1
mandsaur,referred,epicentre,1
nahata,mandsaur,referred,1
narendra,nahata,mandsaur,1
watch,special,coverage,1
special,coverage,ndtv,1
election,coverage,live,1
coverup,party,seat…,1
congress,leads,seats,1
leads,seats,track,1
congress,wiped,says,1
wiped,says,seshadari,1
says,seshadari,chari,1
seshadari,chari,catch,1
chari,catch,action,1
live,ndtv,chhattisgarhelectionresults,1
along,congress,done…,1
congress’,narendra,nahata…,1
congress’,narendra,nahata,1
jaswant,singh,crossed,1
singh,crossed,congress,1
crossed,congress,weeks,1
interesting,made,leader,1
congress,everywhere,else,1
everywhere,else,regional,1
else,regional,party,1
regional,party,coexist,1
party,coexist,fight,1
coexist,fight,one,1
fight,one,forget,1
one,forget,analysis,1
forget,analysis,day,1
analysis,day,sheshadri,1
day,sheshadri,chari,1
victory,it’s,people’s,1
it’s,people’s,anger,1
people’s,anger,said,1
anger,said,victories,1
made,leader,relationship,1
lead,election,coverage,1
congress,weeks,joining,1
alternating,lead,election,1
weeks,joining,electoral,1
joining,electoral,race,1
electoral,race,trailing,1
race,trailing,facing,1
trailing,facing,vasundhara,1
facing,vasundhara,raje,1
threeterm,madhya,pradesh,1
chief,minister,hopes,1
minister,hopes,it’s,1
hopes,it’s,currently,1
it’s,currently,close,1
currently,close,race,1
close,race,congress,1
race,congress,alternating,1
congress,alternating,lead,1
completely,mojo,even,1
national,polls,cheatsheet,1
commentary,congress,leading,1
sitasharan,sharma,follow,1
chief,jyotiraditya,scindia,1
jyotiraditya,scindia,electionrelated,1
scindia,electionrelated,news,1
denied,ticket,contesting,1
ticket,contesting,speaker,1
contesting,speaker,sitasharan,1
speaker,sitasharan,sharma,1
sharma,follow,election,1
congress,leading,start,1
follow,election,updates,1
reduces,gap,madhya,1
gap,madhya,pradesh,1
madhya,pradesh,leads,1
pradesh,leads,seats,1
leads,seats,congresss,1
leaders,glued,coverage,1
campaign,chief,jyotiraditya,1
pradesh,campaign,chief,1
madhya,pradesh,campaign,1
congress’,madhya,pradesh,1
nath,would,still,1
would,still,nervous,1
still,nervous,lose,1
could,easily,struggling,1
giving,strong,fight,1
strong,fight,congress,1
fight,congress,states,1
congress,states,far,1
knew,would,close”,1
would,close”,ndtv,1
close”,ndtv,yashodhara,1
ndtv,yashodhara,also,1
yashodhara,also,aunt,1
also,aunt,congress’,1
aunt,congress’,madhya,1
glued,coverage,inside,1
coverage,inside,party,1
inside,party,hq,1
updates,follow,track,1
congress,arun,yadav,1
arun,yadav,coverage,1
yadav,coverage,day,1
govt,corrupt,nahi,1
corrupt,nahi,hai,1
nahi,hai,corruption,1
hai,corruption,ke,1
corruption,ke,liye,1
ke,liye,hi,1
liye,hi,govt,1
congress/every,party,one,1
govt,hai,govt,1
hai,govt,contractor,1
govt,contractor,hai,1
contractor,hai,toh,1
turf,congress,arun,1
trends,fastest,updates,1
party,hq,looking,1
constituency,trends,fastest,1
hq,looking,fourth,1
eyeing,years,read,1
minister,leads,constitu…,1
shame,left,dood,1
left,dood,stopped,1
dood,stopped,congress,1
stopped,congress,clean,1
congress,clean,sweep,1
clean,sweep,listen,1
sweep,listen,audio,1
keeping,aside,screaming,1
aside,screaming,congress,1
screaming,congress,mukt,1
minister,leads,constituency,1
leads,constituency,trends,1
kamal,nath,would,1
congress,kamal,nath,1
election,congress,kamal,1
results,coming,showing,1
showing,gained,much,1
gained,much,last,1
much,last,years,1
last,years,faith,1
years,faith,people,1
faith,people,shifting,1
people,shifting,congress,1
shifting,congress,people,1
congress,people,realise,1
people,realise,give,1
realise,give,hate,1
give,hate,development,1
hate,development,india,1
evident”,congress,leader,1
congress,leader,sachin,1
coming,showing,gained,1
overtaken,follow,track,1
sachin,pilot,track,1
lesson,take,revenge,1
leading,start,congress,1
start,congress,voter,1
congress,voter,leads,1
voter,leads,start,1
leads,start,dhating,1
start,dhating,naach,1
final,tally,cong,1
tally,cong,others,1
cong,others,give,1
others,give,cm,1
give,cm,post,1
cm,post,teach,1
post,teach,congress,1
teach,congress,lesson,1
congress,lesson,take,1
leader,sachin,pilot,1
pilot,track,live,1
away,election,congress,1
kadada,thappad,hate,1
hate,mongers,communal,1
mongers,communal,politics,1
communal,politics,doesnt,1
politics,doesnt,work,1
doesnt,work,always,1
close,fight,difference,1
fight,difference,congress,1
difference,congress,many,1
congress,many,seats,1
many,seats,kamal,1
seats,kamal,shows,1
kamal,shows,signs,1
shows,signs,withering,1
signs,withering,away,1
withering,away,election,1
thappad,hate,mongers,1
mandir/masjid,kadada,thappad,1
commentator,sudheendra,kulkarni,1
need,mandir/masjid,kadada,1
sudheendra,kulkarni,gandhi,1
kulkarni,gandhi,aware,1
gandhi,aware,importance,1
aware,importance,alliances”,1
importance,alliances”,congress,1
alliances”,congress,takeaway,1
congress,takeaway,fight,1
takeaway,fight,given”,1
jumlas,got,rejected,1
got,rejected,arrogance,1
rejected,arrogance,got,1
arrogance,got,punished,1
got,punished,people,1
punished,people,need,1
people,need,mandir/masjid,1
coz,congress/every,party,1
modi,unveils,indias,1
party,one,side,1
seats,falling,constituency,1
congress,shame,india,1
shame,india,proud,1
sir,political,central,1
political,central,seat,1
central,seat,held,1
seat,held,since,1
held,since,holds,1
since,holds,seats,1
holds,seats,falling,1
falling,constituency,advantage,1
toilets,stairs,terrace,1
weekend,special,writing,1
special,writing,easy,1
writing,easy,task,1
easy,task,sumitra,1
task,sumitra,mahajan,1
twist,turn,fact…,1
house,living,room,1
living,room,kitchen,1
room,kitchen,toilets,1
congo,congress,shame,1
like,congo,congress,1
condition,like,congo,1
indias,condition,like,1
anti,national,oppose,1
national,oppose,congress,1
oppose,congress,called,1
congress,called,anti,1
called,anti,secular,1
party,asking,questions,1
asking,questions,many,1
questions,many,years,1
many,years,didnt,1
years,didnt,even,1
didnt,even,answer,1
even,answer,one,1
answer,one,make,1
one,make,india,1
make,india,developed,1
india,developed,congress,1
developed,congress,come,1
congress,come,indias,1
come,indias,condition,1
kitchen,toilets,stairs,1
stairs,terrace,makes,1
oppose,called,anti,1
twist,turn,facts,1
god,save,india,1
save,india,faces,1
india,faces,ire,1
mp,anurag,thakur,1
anurag,thakur,calls,1
thakur,calls,rahul,1
calls,rahul,confused,1
rahul,confused,corrupt”,1
confused,corrupt”,leader,1
turn,facts,although,1
terrace,makes,called,1
facts,although,confused,1
although,confused,moment,1
confused,moment,whether,1
moment,whether,defend,1
whether,defend,attack,1
defend,attack,parliament,1
attack,parliament,massive,1
parliament,massive,uproar,1
massive,uproar,major,1
institutions,god,save,1
respect,institutions,god,1
shameful,respect,institutions,1
utterly,shameful,respect,1
makes,called,second,1
called,second,one,1
second,one,concrete,1
one,concrete,wall,1
concrete,wall,congress,1
wall,congress,called,1
powerful,speech,given,1
speech,given,really,1
given,really,looks,1
really,looks,like,1
looks,like,saas,1
like,saas,house,1
saas,house,full,1
house,full,fledge,1
full,fledge,drama,1
fledge,drama,game,1
drama,game,going,1
comes,power,center,1
power,center,rss,1
called,anti,national,1
city,oppose,called,1
one,side,one,1
ani,reservation,upper,1
fever,thats,good,1
hello,today,oky,1
hello,today,passed,1
today,passed,present,1
minister,narendra,modis,1
narendra,modis,interview,1
modis,interview,given,1
interview,given,ani,1
given,ani,reservation,1
reservation,upper,caste,1
pandemonium,lok,dissolved,1
upper,caste,timing,1
mamata,pm,isolated,1
pm,isolated,comment,1
isolated,comment,somen,1
comment,somen,mitra,1
nirmala,sitharaman,responds,1
sitharaman,responds,hal,1
responds,hal,contracts,1
mps,continued,pr…,1
releasing,fever,thats,1
full,gusto,offlate,1
idea,full,gusto,1
promoting,idea,full,1
literacy,rate,nation,1
rate,nation,fools,1
nation,fools,still,1
fools,still,stick,1
still,stick,idea,1
stick,idea,ideally,1
idea,ideally,country,1
ideally,country,citizens,1
cm,amarinder,singh,1
amarinder,singh,says,1
singh,says,accidental,1
says,accidental,prime,1
prime,minister,shows,1
minister,shows,desperation,1
shows,desperation,frustration,1
desperation,frustration,ahead,1
anyone,else,noticed,1
else,noticed,promoting,1
noticed,promoting,idea,1
parliament,pandemonium,lok,1
lok,dissolved,couple,1
metropolitan,city,oppose,1
exchange,twitter,order,1
limited(hal,order,indian,1
order,indian,national,1
hits,demands,apology,1
demands,apology,president,1
apology,president,misleading,1
president,misleading,nation,1
expect,showdown,tomorrow,1
showdown,tomorrow,exchange,1
tomorrow,exchange,twitter,1
smriti,flays,rahul,1
dissolved,couple,months,1
flays,rahul,lok,1
rahul,lok,rafale,1
president,yrs,independence,1
yrs,independence,muslims,1
independence,muslims,cannot,1
muslims,cannot,lease,1
cannot,lease,house,1
lease,house,metropolitan,1
house,metropolitan,city,1
aeronautics,limited(hal,order,1
hindustan,aeronautics,limited(hal,1
twitter,hindustan,aeronautics,1
exchange,twitter,hindustan,1
congresss,mallikarjun,khadge,1
mallikarjun,khadge,given,1
khadge,given,notice,1
given,notice,rule,1
notice,rule,demanding,1
rule,demanding,joint,1
demanding,joint,parliamentary,1
simultaneously,mandated,respective,1
mandated,respective,mps,1
respective,mps,present,1
mps,present,tomorrow,1
expect,showdown,parliament,1
showdown,parliament,tomorrow,1
parliament,tomorrow,rahul,1
tomorrow,rahul,gandhi,1
rahul,gandhi,nirmala,1
gandhi,nirmala,sitharaman,1
nirmala,sitharaman,exchange,1
sitharaman,exchange,twitter,1
uproar,major,stake,1
whoever,want,alliance,1
want,alliance,slogan,1
senior,leaders,respect,1
led,front,win,1
front,win,seats,1
win,seats,short,1
seats,short,majority,1
short,majority,case,1
majority,case,model,1
case,model,shows,1
model,shows,seats,1
shows,seats,seats,1
leaders,respect,respond,1
days,pooja,youth,1
respect,respond,karyakartas,1
respond,karyakartas,whats,1
karyakartas,whats,use,1
whats,use,wasting,1
use,wasting,time,1
wasting,time,work,1
time,work,electing,1
work,electing,olden,1
electing,olden,days,1
seats,led,front,1
win,seats,led,1
seats,expected,win,1
win,seats,expected,1
congress+aap,surely,ahead,1
surely,ahead,race,1
dumped,congress,follow,1
congress,follow,soon,1
follow,soon,strengthens,1
soon,strengthens,ap,1
strengthens,ap,situation,1
ap,situation,losing,1
situation,losing,congress,1
lok,elections,arvind,1
elections,arvind,kejriwal,1
arvind,kejriwal,warns,1
kejriwal,warns,people,1
warns,people,vote,1
people,vote,congress,1
vote,congress,says,1
congress,says,give,1
says,give,seats,1
give,seats,aap,1
olden,days,pooja,1
pooja,youth,need,1
alliance,slogan,chalo”,1
national,congress,contest,1
congress,mere,tactic,1
mere,tactic,stall,1
tactic,stall,procurement,1
stall,procurement,process,1
procurement,process,delay,1
process,delay,shame,1
aam,aadmi,party,1
aadmi,party,indian,1
party,indian,national,1
congress,contest,delhi,1
youth,need,employment,1
contest,delhi,india,1
delhi,india,together,1
india,together,says,1
says,politician,ashutosh,1
politician,ashutosh,janata,1
ashutosh,janata,party,1
contest,together,says,1
people,show,power,1
show,power,social,1
chief,congress,mere,1
liar,chief,congress,1
answer,see,pic👇👇😂😂😉😉,1
cr,impose,taxes,1
need,employment,development,1
employment,development,interested,1
families,request,cm,1
request,cm,hdk,1
cm,hdk,govt,1
hdk,govt,find,1
govt,find,missing,1
find,missing,fishermen,1
missing,fishermen,protests,1
fishermen,protests,intensifies,1
protests,intensifies,refuses,1
intensifies,refuses,aid,1
refuses,aid,elected,1
says,cm,ruling,1
cm,ruling,went,1
ruling,went,padyatra,1
went,padyatra,raised,1
padyatra,raised,cr,1
raised,cr,impose,1
tie,congress+aap,surely,1
clear,tie,congress+aap,1
questions,never,thought,1
sitharaman,tears,congress,1
defense,minister,addresses,1
minister,addresses,watch,1
addresses,watch,live,1
dust,remained,unsettled,1
remained,unsettled,even,1
unsettled,even,today,1
even,today,continued,1
today,continued,discuss,1
nirmala,sitharaman,tears,1
tears,congress,lok,1
also,questions,never,1
congress,lok,rafale,1
deal,says,upa,1
says,upa,didnt,1
upa,didnt,intend,1
didnt,intend,aircraft,1
intend,aircraft,nda,1
aircraft,nda,negotiated,1
nda,negotiated,months,1
rm,discussion,says,1
crocodile,tears,hal’,1
says,shedding,crocodile,1
deal,says,shedding,1
gandhi,lok,rafale,1
slogan,chalo”,remain,1
mps,continued,protest,1
continued,protest,suspension,1
protest,suspension,speaker,1
suspension,speaker,reports,1
congress,shedding,crocodile,1
crocodile,tears,hal,1
tears,hal,congress,1
hal,congress,govt,1
congress,govt,gave,1
govt,gave,waivers,1
gave,waivers,hal,1
waivers,hal,given,1
hal,given,contracts,1
given,contracts,worth,1
contracts,worth,rs,1
nirmala,sitharaman,slams,1
sitharaman,slams,rahul,1
slams,rahul,gandhi,1
discussion,says,congressi,1
says,congressi,defence,1
congressi,defence,deals,1
make,inraods,said,1
said,quota,since,1
quota,since,never,1
since,never,delivered,1
never,delivered,even,1
delivered,even,poor,1
even,poor,get,1
session,extended,day,1
extended,day,pass,1
finally,today,clear,1
today,clear,general,1
clear,general,category,1
general,category,hindus,1
category,hindus,please,1
hindus,please,make,1
please,make,sure,1
make,sure,gonna,1
sure,gonna,protect,1
gonna,protect,also,1
protect,also,questions,1
inraods,said,quota,1
dutt,contest,lok,1
defence,deals,deals,1
priya,dutt,contest,1
deals,deals,defence,1
deals,defence,needs,1
defence,needs,priority,1
needs,priority,fact,1
mp,sri,nishikant,1
sri,nishikant,making,1
nishikant,making,intervention,1
making,intervention,discussion,1
intervention,discussion,calling,1
discussion,calling,long,1
calling,long,list,1
long,list,inconsistencies,1
list,inconsistencies,congressi,1
inconsistencies,congressi,argument,1
leader,sitting,cakewalk,1
sitting,cakewalk,congress,1
cakewalk,congress,leader,1
congress,leader,priya,1
leader,priya,dutt,1
actual,literacy,rate,1
provide,actual,literacy,1
directly,provide,actual,1
think,enough,also,1
away,hence,decided,1
hence,decided,compare,1
decided,compare,performance,1
compare,performance,five,1
performance,five,years,1
five,years,vs,1
years,vs,five,1
compare,development,think,1
development,think,enough,1
enough,also,think,1
halts,sorts,development,1
also,think,options,1
think,options,vote,1
im,one,thing,1
thing,sure,want,1
sure,want,see,1
want,see,want,1
see,want,see,1
want,see,pulse,1
playing,tricks,halts,1
months,away,hence,1
five,months,away,1
pae,pohoch,gae,1
screen,pae,pohoch,1
last,prayers,knees,1
prayers,knees,term,1
hua,movie,mounts,1
movie,mounts,prior,1
mounts,prior,running,1
prior,running,election,1
running,election,campaign,1
election,campaign,social,1
campaign,social,media,1
social,media,ka,1
media,ka,jhol,1
ka,jhol,samji,1
jhol,samji,thi,1
samji,thi,aur,1
thi,aur,ye,1
aur,ye,sidha,1
ye,sidha,silver,1
sidha,silver,screen,1
silver,screen,pae,1
tricks,halts,sorts,1
sorts,development,wonder,1
topoftheworld,promised,deputy,1
lpg,rs,tur,1
reaches,rahul,gandhis,1
rahul,gandhis,age,1
gandhis,age,dollar,1
age,dollar,rs,1
dollar,rs,petrol,1
rs,petrol,rs,1
petrol,rs,lit,1
rs,lit,lpg,1
lit,lpg,rs,1
rs,tur,dal,1
development,wonder,india,1
tur,dal,rs,1
dal,rs,kg,1
rs,kg,onion,1
kg,onion,rs,1
onion,rs,kg,1
lotus,keep,matter,1
keep,matter,slaps,1
matter,slaps,keep,1
slaps,keep,coming,1
ensuring,reaches,rahul,1
namo,ensuring,reaches,1
age,namo,ensuring,1
touch,age,namo,1
wonder,india,considered,1
india,considered,world.with,1
considered,world.with,useless,1
world.with,useless,party,1
useless,party,helm,1
party,helm,country,1
helm,country,like,1
country,like,progress,1
like,progress,see,1
progress,see,development,1
congress,insulted,mother,1
insulted,mother,pm,1
mother,pm,shri,1
pm,shri,ji,1
shri,ji,saying,1
ji,saying,soon,1
saying,soon,rupee,1
soon,rupee,touch,1
rupee,touch,age,1
shows,last,prayers,1
dis,shows,last,1
promoting,dis,shows,1
congress,leaders,instead,1
writers,must,calling,1
must,calling,coup,1
calling,coup,thatll,1
coup,thatll,help,1
top,leaders,stop,1
leaders,stop,reacting,1
stop,reacting,funny,1
reacting,funny,congress,1
funny,congress,leaders,1
leaders,instead,talk,1
ruling,promoting,dis,1
instead,talk,achievements,1
many,us,seem,1
us,seem,forgetting,1
seem,forgetting,adage,1
forgetting,adage,good,1
adage,good,it’s,1
good,it’s,campaigning,1
it’s,campaigning,congress,1
campaigning,congress,ahead,1
speech,writers,must,1
force,speech,writers,1
naturally,force,speech,1
shouting,naturally,force,1
upset,indian,government,1
increasing,outlay,yield,1
outlay,yield,nothing,1
yield,nothing,except,1
nothing,except,score,1
except,score,votes,1
score,votes,ji,1
dear,ahmed,patel,1
ahmed,patel,misusing,1
patel,misusing,money,1
misusing,money,power,1
money,power,dollars,1
power,dollars,congress,1
dollars,congress,politicians,1
congress,politicians,stashed,1
politicians,stashed,dont,1
stashed,dont,utilize,1
silent,mode,shouting,1
mode,shouting,naturally,1
chose,political,parties,1
political,parties,easy,1
parties,easy,chose,1
wadala,circle,line,1
line,locals,pack,1
locals,pack,holes,1
pack,holes,handle,1
holes,handle,floods,1
handle,floods,richest,1
floods,richest,municipality,1
new,twist,indian,1
twist,indian,political,1
indian,political,parties,1
political,parties,make,1
parties,make,movies,1
make,movies,opposition,1
movies,opposition,vs,1
history,independent,political,1
independent,political,party,1
political,party,also,1
party,also,majority,1
also,majority,ruling,1
majority,ruling,promoting,1
circle,line,locals,1
rotting,wadala,circle,1
easy,chose,one,1
panvel,rotting,wadala,1
chose,one,enemies,1
one,enemies,nation,1
enemies,nation,fear,1
nation,fear,one,1
fear,one,enemies,1
one,enemies,rejoice,1
instead,making,made,1
making,made,modi,1
made,modi,developments,1
modi,developments,done(which,1
developments,done(which,null,1
done(which,null,still).more,1
null,still).more,promoting,1
still).more,promoting,cong,1
promoting,cong,party,1
cong,party,wahh,1
party,wahh,modi,1
modi,ji,wahh,1
ji,wahh,modi,1
keep,coming,matter,1
promised,deputy,cm,1
result,directly,provide,1
year,gift,pm,1
make,sona,aloo,1
indian,railways,indias,1
railways,indias,first,1
indias,first,vertical,1
first,vertical,key,1
vertical,key,features,1
key,features,india,1
features,india,today,1
new,year,gift,1
gift,pm,modi,1
congress,hates,modi,1
pm,modi,announce,1
modi,announce,projects,1
announce,projects,worth,1
projects,worth,rs,1
worth,rs,crore,1
rs,crore,varanasi,1
crore,varanasi,today,1
one,one,reasons,1
one,reasons,congress,1
thats,make,sona,1
things,kudos,reasons,1
many,things,kudos,1
made,many,things,1
support,vote,end,1
vote,end,india,1
end,india,sure,1
india,sure,need,1
sure,need,work,1
need,work,hard,1
gandhi,congress,namo,1
congress,namo,assault,1
namo,assault,elections,1
congress,always,lie,1
always,lie,people,1
lie,people,want,1
amazing,journey,years,1
journey,years,congress,1
years,congress,versus,1
congress,versus,years,1
versus,years,leadership,1
years,leadership,made,1
leadership,made,many,1
reasons,congress,hates,1
hates,modi,trying,1
deputy,cm,post,1
deal,improve,indian,1
gandhi,take,congress,1
take,congress,pm,1
congress,pm,time,1
pm,time,depends,1
time,depends,rahul,1
depends,rahul,gandhi,1
rahul,gandhi,wants,1
strikes,another,deal,1
another,deal,improve,1
improve,indian,economy,1
modi,trying,get,1
indian,economy,neglect,1
two,men,fighting,1
men,fighting,one,1
fighting,one,nation,1
one,nation,think,1
nation,think,lead,1
think,lead,next,1
lead,next,term,1
election,result,directly,1
rahul,gandhi,take,1
scope,rahul,gandhi,1
always,scope,rahul,1
party,always,scope,1
trying,get,killed,1
get,killed,idea,1
killed,idea,called,1
idea,called,nclt,1
artificial,manufacturing,corporation,1
manufacturing,corporation,india,1
corporation,india,alimco,1
govt,passes,surrogacy,1
passes,surrogacy,regulation,1
surrogacy,regulation,commercial,1
regulation,commercial,surrogacy,1
govt,passes,muslim,1
passes,muslim,women,1
muslim,women,triple,1
women,triple,talaq,1
last,line,truth,1
line,truth,congress,1
truth,congress,party,1
congress,party,always,1
party,ashamed,act…,1
process,way,support,1
influencing,process,way,1
great,support,forever,1
right,choice,help,1
choice,help,ji,1
flying,paper,planes,1
paper,planes,lok,1
planes,lok,thats,1
lok,thats,real,1
thats,real,congress,1
real,congress,great,1
congress,great,support,1
speed,govt,developed,1
lawyers,influencing,process,1
govt,developed,infrastructure,1
developed,infrastructure,commissioned,1
