W1,W2,W3,W4,F
helpless,clueless,coming,dont,3
look,helpless,clueless,coming,3
toying,look,helpless,clueless,3
rahulgandhi,toying,look,helpless,3
unhappy,rahulgandhi,toying,look,3
ji,unhappy,rahulgandhi,toying,3
second,pricing,third,interesting,3
like,thank,congress,party,3
thank,congress,party,ex,3
congress,party,ex,officio,3
party,ex,officio,appointment,3
ex,officio,appointment,pradesh,3
officio,appointment,pradesh,election,3
appointment,pradesh,election,committee,3
pradesh,election,committee,campaign,3
next,post,turning,true,3
unlikely,next,post,turning,3
predictions,unlikely,next,post,3
pm,uproar,tries,play,3
till,pm,uproar,tries,3
digvijay,singh,endorsing,zakir,3
jet,deal,shedding,crocodile,3
adjourned,till,pm,uproar,3
interview,said,one,accusing,3
minister,interview,said,one,3
prime,minister,interview,said,3
passed,favour,congress,walkout,3
pm,via,namo,app,3
announce,alliance,lok,polls,3
loan,waivers,congress,scams,3
taking,mickey,congress,speech,3
kovind,taking,mickey,congress,3
president,kovind,taking,mickey,3
rahul,tolerate,corruption,within,3
tolerate,corruption,within,congress,3
corruption,within,congress,allies,3
within,congress,allies,modi,3
congress,allies,modi,intolerant,3
farmer,loan,waivers,congress,3
waivers,congress,scams,everywhere,3
prime,ministerial,candidate,general,3
legal,fees,private,http…,3
uncle,owl,thoo,thoo,3
owl,thoo,thoo,think,3
thoo,thoo,think,india,3
thoo,think,india,vote,3
think,india,vote,nope,3
india,vote,nope,never,3
ratings,still,high,take,3
candidate,general,election,met,3
mickey,congress,speech,looks,3
showdown,centre,emergence,audio,3
congress,speech,looks,like,3
speech,looks,like,modi,3
motion,opposition,including,congress,3
crore,tax,notice,sonia,3
tax,notice,sonia,ajl,3
notice,sonia,ajl,income,3
translation,rahul,tolerate,corruption,3
much,congress,leader,support,3
congress,leader,support,work,3
leader,support,work,development,3
support,work,development,security,3
work,development,security,women,3
development,security,women,shown,3
security,women,shown,today,3
women,shown,today,passes,3
shown,today,passes,congress,3
arms,deals,farmer,loan,3
deals,farmer,loan,waivers,3
rafale,showdown,showdown,centre,3
showdown,showdown,centre,emergence,3
looks,like,modi,scripted,3
ministerial,candidate,general,election,3
calling,rahul,gandhi,prime,3
passed,votes,motion,opposition,3
truly,needs,president,ji,3
technology,act,introduced,passed,3
information,technology,act,introduced,3
section,information,technology,act,3
gandhi,track,live,updates,3
total,women,u.s,house,3
house,today,sources,ani,3
readies,plan,go,alone,3
crucial,nation,truly,needs,3
nation,truly,needs,president,3
needs,president,ji,prime,3
stalin,calling,rahul,gandhi,3
fake,rickshawalas,give,india,3
president,ji,prime,minister,3
scientists,fake,rickshawalas,give,3
fake,scientists,fake,rickshawalas,3
issues,eco,policies,farmers,3
kashmir,issues,eco,policies,3
pakistan,kashmir,issues,eco,3
naxalism,pakistan,kashmir,issues,3
indian,elections,people,matter,3
act,introduced,passed,dec,3
introduced,passed,dec,without,3
passed,dec,without,next,3
dec,without,next,day,3
allies,modi,intolerant,corruption,3
modi,intolerant,corruption,thus,3
scam,looted,indias,citizens,3
defense,scam,looted,indias,3
mk,stalin,calling,rahul,3
personal,ratings,still,high,3
muslim,women,union,minister,3
come,defense,scam,looted,3
gandhis,come,defense,scam,3
generation,gandhis,come,defense,3
deal,modi,asks,rahul,3
rafale,deal,modi,asks,3
role,rafale,deal,modi,3
michel,role,rafale,deal,3
grant,special,category,status,3
party,grant,special,category,3
day,signed,president,patil,3
next,day,signed,president,3
without,next,day,signed,3
votes,motion,opposition,including,3
thursday,passed,votes,motion,3
alliance,lok,polls,saturday,3
attack,financial,capital,india,3
union,minister,congress,veteran,3
minister,congress,veteran,asked,3
congress,veteran,asked,government,3
veteran,asked,government,fund,3
asked,government,fund,new,3
government,fund,new,plan,3
result,zeroaction,congress,attack,3
zeroaction,congress,attack,financial,3
congress,attack,financial,capital,3
accuses,evading,rafale,replies,3
led,passes,court,support,3
rahul,accuses,evading,rafale,3
suspended,rahul,accuses,evading,3
mps,suspended,rahul,accuses,3
uproar,mps,suspended,rahul,3
go,uproar,mps,suspended,3
great,legends,past,today,3
headed,great,legends,past,3
congress,headed,great,legends,3
country,congress,headed,great,3
former,union,minister,congress,3
polls,former,union,minister,3
ahead,polls,former,union,3
never,loyal,india,congress,3
samajwadi,party,samaj,party,3
corruption,scams,run,family,3
leaders,corruption,scams,run,3
congress,leaders,corruption,scams,3
last,occasion,manufactured,conversation,3
planes,congress,wanted,paper,3
paper,planes,congress,wanted,3
paper,paper,planes,congress,3
amid,speculations,government,could,3
speculations,government,could,announce,3
government,could,announce,major,3
could,announce,major,relief,3
announce,major,relief,plan,3
major,relief,plan,farmers,3
relief,plan,farmers,ahead,3
attempts,co,somehow,net,3
plan,farmers,ahead,polls,3
farmers,ahead,polls,former,3
occasion,manufactured,conversation,former,3
tragedy,country,congress,headed,3
go,passed,amid,heated,3
passes,amid,heated,walks,3
development,constituency,qualms,pcc,3
ka,naam,narendra,modi,3
hai,ka,naam,narendra,3
das,likely,join,jan,3
patnaik,das,likely,join,3
niranjan,patnaik,das,likely,3
chief,niranjan,patnaik,das,3
pcc,chief,niranjan,patnaik,3
qualms,pcc,chief,niranjan,3
constituency,qualms,pcc,chief,3
join,development,constituency,qualms,3
passed,amid,heated,opposition,3
says,join,development,constituency,3
president,says,join,development,3
working,president,says,join,3
go,passed,walks,nrc,3
passed,walks,nrc,deadline,3
walks,nrc,deadline,extended,3
nrc,deadline,extended,terror,3
passed,lok,passes,amid,3
lok,passes,amid,heated,3
naam,narendra,modi,hai,3
narendra,modi,hai,modi,3
modi,hai,modi,vision,3
regional,satraps,minus,congress,3
amid,heated,opposition,parties,3
hell,dont,surprised,joins,3
planes,towards,fm,speaking,3
islam,hell,dont,surprised,3
twice,rahul,gandhi,demands,3
adjourned,twice,rahul,gandhi,3
house,adjourned,twice,rahul,3
tape,house,adjourned,twice,3
audio,tape,house,adjourned,3
alleged,audio,tape,house,3
rane’s,alleged,audio,tape,3
vishwajit,rane’s,alleged,audio,3
lok,vishwajit,rane’s,alleged,3
violence,islam,hell,dont,3
non,violence,islam,hell,3
idea,non,violence,islam,3
heated,opposition,parties,walk,3
minus,congress,much,like,3
satraps,minus,congress,much,3
terrorism,naxalism,pakistan,kashmir,3
speaks,terrorism,naxalism,pakistan,3
gandhi,speaks,terrorism,naxalism,3
amid,walkout,several,opposition,3
gogs,announcement,pending,electricity,3
waive,farm,loans,within,3
farm,loans,within,hours,3
loans,within,hours,voted,3
within,hours,voted,power,3
parties,including,congress,trinamool,3
opposition,parties,including,congress,3
several,opposition,parties,including,3
walkout,several,opposition,parties,3
amendment,amid,walkout,several,3
party,take,years,go,3
citizenship,amendment,amid,walkout,3
passes,citizenship,amendment,amid,3
jailtey,rahul,gandhi,post,3
arun,jailtey,rahul,gandhi,3
faceoff,arun,jailtey,rahul,3
hand,faceoff,arun,jailtey,3
upper,hand,faceoff,arun,3
french,president,today,repeats,3
years,go,pseudo,surname,3
cm,gogs,announcement,pending,3
gujarat,cm,gogs,announcement,3
cp,gujarat,cm,gogs,3
face,cp,gujarat,cm,3
questions,sincerity,request,send,3
raises,questions,sincerity,request,3
way,raises,questions,sincerity,3
congress,support,quota,way,3
thomas,congress,support,quota,3
kv,thomas,congress,support,3
mayaar,crew,making,history,3
supporting,wholeheartedly,question,made,3
clearly,supporting,wholeheartedly,question,3
vows,triple,talaq,law,3
triple,talaq,law,voted,3
talaq,law,voted,power,3
think,rahul,gandhi,solve,3
rahul,gandhi,solve,people,3
gandhi,solve,people,think,3
solve,people,think,using,3
people,think,using,axe,3
think,using,axe,deodorant,3
using,axe,deodorant,get,3
take,years,go,pseudo,3
millions,party,take,years,3
rahul,gandhi,speaks,terrorism,3
rising,prices,nda,government,3
campaign,live,quota,response,3
ji,ji,ji,ji,3
imagine,come,power,promotes,3
price,rise,congress,team,3
rise,congress,team,congress,3
congress,team,congress,comes,3
team,congress,comes,rising,3
congress,comes,rising,prices,3
comes,rising,prices,nda,3
prices,nda,government,worked,3
sec,millions,party,take,3
nda,government,worked,keep,3
come,power,promotes,caste,3
power,promotes,caste,violence,3
madhya,pradesh,rajasthan,chhattisgarh,3
grau,international,cooperation,participates,3
amparo,grau,international,cooperation,3
"modi""fied",terminology,congress,a.d,3
terminology,congress,a.d,dynasty,3
lok,polls,saturday,alliance,3
live,quota,response,congress,3
quota,response,congress,lies,3
response,congress,lies,says,3
rahul,alliance,meet,president,3
gen,sec,millions,party,3
qualification,gen,sec,millions,3
whats,qualification,gen,sec,3
rank,whats,qualification,gen,3
secretary,rank,whats,qualification,3
general,secretary,rank,whats,3
immediately,general,secretary,rank,3
elevated,immediately,general,secretary,3
politics,elevated,immediately,general,3
enters,politics,elevated,immediately,3
gandhi,enters,politics,elevated,3
another,gandhi,enters,politics,3
telugu,desam,chief,forge,3
meets,telugu,desam,chief,3
gandhi,meets,telugu,desam,3
rahul,gandhi,meets,telugu,3
president,rahul,gandhi,meets,3
meet,president,rahul,gandhi,3
alliance,meet,president,rahul,3
sena,tdp,aiadmk,protest,3
shiv,sena,tdp,aiadmk,3
congress,shiv,sena,tdp,3
congress,see,things,two,3
mp,mohammed,salim,given,3
mohammed,salim,given,adjournment,3
salim,given,adjournment,motion,3
given,adjournment,motion,notices,3
today,tried,produce,tap,3
delhi,high,court,kohli,3
first,everyone,else,later,3
everyone,else,later,exposed,3
friends,congress,see,things,3
rahul,gandhi,rafale,issue,3
day,congress,shiv,sena,3
houses,adjourned,till,noon,3
given,privilege,motion,notice,3
repeats,today,tried,produce,3
candidate,list,polls,finalised,3
congress,candidate,list,polls,3
madhya,pradesh,kamal,nath,3
kerala,congress,candidate,list,3
certified,randi,comission,agent,3
today,repeats,today,tried,3
cpi,mp,mohammed,salim,3
ranjan,cpi,mp,mohammed,3
ranjeet,ranjan,cpi,mp,3
mp,ranjeet,ranjan,cpi,3
rahul,gandhi,please,stand,3
real,rahul,gandhi,please,3
congress,president,said,party,3
play,audio,tape,goa,3
audio,tape,goa,minister,3
tape,goa,minister,rane,3
goa,minister,rane,saying,3
produce,tap,scared,authenticate,3
tried,produce,tap,scared,3
president,rahul,gandhi,leads,3
rahul,gandhi,leads,perception,3
gandhi,leads,perception,war,3
administration,government,show,face,3
listen,administration,government,show,3
one,listen,administration,government,3
still,one,listen,administration,3
mistakes,still,one,listen,3
making,mistakes,still,one,3
live,congress,mp,ranjeet,3
next,indian,prime,minister,3
upcoming,uttar,pradesh,alone,3
contest,upcoming,uttar,pradesh,3
ends,instructing,state,workers,3
manipulating,processes,last,years,3
congress,manipulating,processes,last,3
suffering,congress,karnataka,elections,3
people,suffering,congress,karnataka,3
high,people,suffering,congress,3
prices,high,people,suffering,3
petrol,prices,high,people,3
karnataka,elections,petrol,prices,3
congress,karnataka,elections,petrol,3
sale,price,tags,something,3
put,sale,price,tags,3
gandhis,put,sale,price,3
strict,actions,govt,pakistan,3
due,strict,actions,govt,3
pak,due,strict,actions,3
pain,pak,due,strict,3
feeling,pain,pak,due,3
misleading,country,jet,deal,3
adjourned,day,congress,shiv,3
seat,ends,instructing,state,3
instructing,state,workers,identify,3
party,contest,upcoming,uttar,3
state,workers,identify,left,3
moves,privilege,motion,issue,3
privilege,motion,issue,motion,3
motion,issue,motion,moved,3
congress,party,contest,upcoming,3
crores,rs,crores,rs,3
president,rahul,gandhi,prime,3
president,today,repeats,today,3
committees,start,preparation,constituencies,3
level,committees,start,preparation,3
ward,level,committees,start,3
level,ward,level,committees,3
finalise,level,ward,level,3
launches,severe,attack,says,3
severe,attack,says,thief,3
attack,says,thief,scolding,3
says,thief,scolding,chowkidaar,3
left,open,allies,reports,3
identify,left,open,allies,3
workers,identify,left,open,3
elections,petrol,prices,high,3
it’s,sealed,congressdmk,alliance,3
meet,party,general,secretaries,3
modi,necessary,india’s,recovery,3
congress,samajwadi,party,traditional,3
duo,take,two,modiyogi,3
india,ready,take,china,3
ready,take,china,indeed,3
formally,enters,politics,appointed,3
take,china,indeed,world,3
china,indeed,world,say,3
fate,narendra,modi,rahul,3
minister,vasundhara,raje,leads,3
opposition,congress,samajwadi,party,3
districts,opposition,congress,samajwadi,3
pass,districts,opposition,congress,3
would,pass,districts,opposition,3
expressway,would,pass,districts,3
modi,rahul,gandhi,may,3
samajwadi,party,traditional,pocket,3
dynamic,duo,take,two,3
fields,dynamic,duo,take,3
get,fastest,election,updates,3
rawat,said,party,launch,3
harish,rawat,said,party,3
india’s,recovery,congress,misrule,3
secretary,harish,rawat,said,3
fastest,election,updates,ndtv,3
congress,fields,dynamic,duo,3
recovery,congress,misrule,restoration,3
come,india,ready,take,3
congress,misrule,restoration,cultural,3
misrule,restoration,cultural,national,3
cultural,national,pride,come,3
live,updates,watch,live,3
national,pride,come,india,3
pride,come,india,ready,3
rahul,gandhi,may,lie,3
gandhi,may,lie,hands,3
may,lie,hands,india’s,3
miss,teen,upper,sir,3
tonk,show,early,trends,3
leads,tonk,show,early,3
chief,mr,richard,yap,3
sir,chief,mr,richard,3
upper,sir,chief,mr,3
teen,upper,sir,chief,3
firecrackers,sweets,dhol,congress,3
appointed,general,secretary,ahead,3
sweets,dhol,congress,workers,3
dhol,congress,workers,across,3
congress,workers,across,country,3
workers,across,country,catch,3
see,next,instead,aspirants,3
link,watch,live,link,3
ahead,modi,setting,agenda,3
modi,setting,agenda,last,3
lie,hands,india’s,young,3
sarkar,change,government,centre,3
hands,india’s,young,centrists,3
issuing,war,cry,delhi,3
war,cry,delhi,mein,3
cry,delhi,mein,sarkar,3
delhi,mein,sarkar,change,3
mein,sarkar,change,government,3
vadra,appointed,aicc,general,3
setting,agenda,last,week,3
elections,dot,news,link,3
reserves,seats,parliament,legislature,3
priyanka’s,entry,week,minimum,3
week,priyanka’s,entry,week,3
last,week,priyanka’s,entry,3
agenda,last,week,priyanka’s,3
necessary,india’s,recovery,congress,3
term,modi,necessary,india’s,3
live,link,watch,live,3
takes,charge,general,secretary,3
general,secretaries,including,newly,3
secretaries,including,newly,inducted,3
including,newly,inducted,followed,3
recent,provincial,election,victories,3
leverage,recent,provincial,election,3
looking,leverage,recent,provincial,3
gandhi,major,dynamics,play,3
indira,gandhi,major,dynamics,3
words,indira,gandhi,major,3
many,words,indira,gandhi,3
minimum,income,guarantee,poor,3
outside,congress,office,raipur,3
watch,new,young,team,3
congress,watch,new,young,3
reenergise,congress,watch,new,3
party,general,secretaries,including,3
provincial,election,victories,came,3
go,alone,andhra,pradesh,3
work,congress,spokesperson,shama,3
also,shown,adityanath,divisive,3
shown,adityanath,divisive,politics,3
adityanath,divisive,politics,wont,3
divisive,politics,wont,work,3
politics,wont,work,congress,3
wont,work,congress,spokesperson,3
arvind,kejriwal,warns,people,3
congress,go,alone,andhra,3
assuming,charge,general,secretary,3
gandhi,takes,political,plunge,3
can’t,politics,alone,taking,3
accepted,can’t,politics,alone,3
warns,people,voting,congress,3
election,victories,came,widening,3
team,reenergise,congress,watch,3
congress,general,secretary,harish,3
powerful,team,reenergise,congress,3
calm,kerala,congress,mani,3
salman,khan,contest,lok,3
school,year,staff,simply,3
year,staff,simply,don’t,3
trying,constitution,india,said,3
polls,regional,parties,distancing,3
uneasy,calm,kerala,congress,3
congress,tdp,cpi,tjs,3
contest,lok,election,candidate,3
writes,says,want,contest,3
dutt,writes,says,want,3
priya,dutt,writes,says,3
another,term,modi,necessary,3
nine,seats,tamil,nadu,3
contest,nine,seats,tamil,3
khan,contest,lok,election,3
congress,wherein,congress,contest,3
make,powerful,team,reenergise,3
congress,preparing,fedup,million,3
entry,active,politics,president,3
choose,lotus,lootus,want,3
modified,agar,ka,naam,3
ashok,gehlot,leading,sardarpura,3
early,trends,show,congress’,3
washington,congress,preparing,fedup,3
preparing,fedup,million,first,3
wherein,congress,contest,seats,3
fedup,million,first,time,3
million,first,time,allocated,3
first,time,allocated,army,3
like,high,school,year,3
high,school,year,staff,3
congress,contest,seats,tamil,3
party,contest,full,strength,3
restoration,cultural,national,pride,3
watch,live,link,watch,3
sealed,congressdmk,alliance,polls,3
entry,active,politics,game,3
gave,waivers,hal,given,3
congress,team,conveys,heartfelt,3
indian,politics,dont,get,3
ji,indian,politics,dont,3
welcome,ji,indian,politics,3
waivers,hal,given,contracts,3
hal,given,contracts,worth,3
aicc,general,secretary,uttar,3
congress,chief,sachin,pilots,3
team,conveys,heartfelt,thanks,3
conveys,heartfelt,thanks,leader,3
priyanka,gandhi,vadra,aicc,3
heartfelt,thanks,leader,shri,3
