W1,W2,F
making,solid,1
congress,making,1
ahead,shows,1
failure,president,1
tickets,good,1
singhvi,said,1
would,contest,1
contest,modi,1
modi,people,1
people,country,1
country,fed,1
fed,ways”,1
second,term,1
deserve,second,1
modi,deserve,1
candidate,election,1
election,else,1
else,prefer,1
prefer,congress,1
right,decision,1
congress,save,1
said,would,1
manu,singhvi,1
president,says,1
spokesman,manu,1
says,spokesperson,1
spokesperson,photo,1
story,isn’t,1
isn’t,officially,1
officially,entering,1
entering,politics,1
people,days,1
politics,chosen,1
chosen,one,1
one,region,1
region,tough,1
tough,congress,1
congress,eastern,1
eastern,directly,1
directly,takes,1
congress,tickets,1
good,news,1
dynasty,vote,1
candidates,inside,1
know,two,1
informed,know,1
never,expected,1
expected,coming,1
coming,regional,1
parties,underestimating,1
underestimating,rahul,1
win,watch,1
watch,video,1
era,never,1
never,stop,1
stop,never,1
never,finished,1
finished,today,1
today,onwards,1
two,candidates,1
former,delhi,1
new,era,1
sheila,dixit,1
ajay,maken,1
politics,ajay,1
dislodge,electoral,1
kejriwal,dislodge,1
leader,kejriwal,1
aap,leader,1
move,played,1
understanding,aap,1
kind,understanding,1
played,congress,1
congress,getting,1
getting,active,1
politics,never,1
go,kind,1
dixit,may,1
onwards,new,1
turn,ahead,1
great,optics,1
correct,wil,1
affect,effect,1
win,two,1
easily,win,1
news,easily,1
chinar,leaves,1
leaves,political,1
political,memoir’,1
memoir’,quotes,1
quotes,said,1
said,see,1
see,her”,1
her”,surprises,1
surprises,vs,1
vs,make,1
make,great,1
wil,affect,1
guess,correct,1
ahead,many,1
mainstream,guess,1
well,informed,1
seats,well,1
leaders,including,1
including,hail,1
hail,decision,1
decision,rope,1
rope,saying,1
saying,transform,1
transform,take,1
take,wind,1
much,sure,1
sure,wil,1
wil,enter,1
enter,political,1
political,mainstream,1
save,dynasty,1
vote,save,1
congress,convey,1
inclusion,manifesto,1
means,shift,1
shift,trust,1
trust,stance,1
stance,definitely,1
definitely,sticky,1
sticky,wicket,1
country,set,1
set,free,1
free,scamsters,1
scamsters,fraudsters,1
fraudsters,jumlas,1
jumlas,lies,1
yrs,country,1
country,make,1
make,advances,1
manifesto,means,1
talk,inclusion,1
super,speed,1
invoke,talk,1
super,power,1
power,scamsfrauds,1
scamsfrauds,jumlalies,1
jumlalies,allow,1
allow,work,1
work,total,1
total,need,1
need,worry,1
worry,everywhere,1
disgruntled,allies,1
allies,lead,1
lead,loss,1
loss,else,1
else,others,1
others,invoke,1
advances,super,1
leaders,getting,1
cr,people,1
wake,cm,1
spent,whole,1
india,spent,1
ji,deep,1
deep,prevent,1
prevent,murders,1
minister,goto,1
goto,person,1
person,countering,1
countering,appears,1
appears,emerged,1
emerged,swordarm,1
swordarm,take,1
take,opposition,1
opposition,mainly,1
mainly,congress,1
cm,ji,1
please,wake,1
getting,murdered,1
mr,please,1
murdered,one,1
one,another,1
another,ruled,1
ruled,happening,1
leader,zero,1
suggest,one,1
one,suggest,1
nothing,one,1
find,nothing,1
time,find,1
lot,time,1
happening,political,1
political,vengeance,1
whole,lot,1
vengeance,mr,1
india,super,1
state,ruling,1
save,democracy,1
final,shape,1
cheap,thinking,1
thinking,comes,1
comes,since,1
since,guys,1
guys,way,1
way,gather,1
gather,rallies,1
rallies,modi,1
modi,rallies,1
rallies,people,1
people,come,1
come,whole,1
whole,heartily,1
heartily,man,1
man,congress,1
stay,write,1
shape,alliance,1
understand,well,1
alliance,yet,1
urge,regional,1
regional,political,1
congress,throw,1
throw,away,1
away,parties,1
alliance,shockwave,1
food,soul,1
soul,nightmare,1
nightmare,motor,1
motor,mouth,1
votes,recent,1
recent,polls,1
polls,dhar,1
dhar,stay,1
yet,firmed”,1
congress,understand,1
well,must,1
vote,state,1
force,take,1
alliance,main,1
said,fi…,1
needed,shd,1
shd,sit,1
sit,fast,1
fast,unto,1
unto,death,1
death,till,1
till,thisll,1
thisll,generate,1
generate,terror,1
terror,among,1
among,voters&amp;they,1
voters&amp;they,compelled,1
compelled,vote,1
main,force,1
take,might,1
must,vanish,1
might,one,1
vanish,italian,1
ruler,india,1
time,call,1
call,workers,1
said,final,1
workers,potential,1
potential,candidates,1
candidates,congress,1
said,interview,1
nanda,said,1
see,nanda,1
wishes,see,1
position,wishes,1
decide,position,1
congress,decide,1
congress,coffers,1
aware,importance,1
dood,stopped,1
majority,detailed,1
elections,results,1
lose,friendship,1
gets,sp,1
sp,click,1
click,detailed,1
lets,lose,1
points,times,1
times,money,1
money,resources,1
resources,fight,1
friends,lets,1
fight,including,1
including,advantage,1
advantage,spineless,1
spineless,ec,1
detailed,elections,1
friendship,politics,1
yet,lost,1
two,short,1
owaisi,team,1
team,undeclared,1
undeclared,muslim,1
muslim,political,1
political,wing,1
wing,rss,1
congratulations,kick,1
like,settled,1
congress,voters,1
may,voters,1
year,may,1
wish,year,1
make,wish,1
politics,make,1
pradesh,two,1
ec,yet,1
joke,m.p,1
congressi,ghulam,1
oneterm,nvr,1
wch,created,1
fix,wch,1
cn,fix,1
ji,cn,1
dat,ji,1
meanwhile,yogiji,1
thnk,dat,1
must,thnk,1
yogiji,aaj,1
aaj,se,1
se,congress,1
hai,lol,1
ka,nam,1
right,hai,1
ka,right,1
created,oneterm,1
nvr,true,1
m.p,election,1
true,indians,1
commission,declaring,1
declaring,result,1
request,dear,1
result,seats,1
seats,use,1
use,evm,1
evm,taking,1
taking,much,1
stronger,majority,1
evn,stronger,1
give,result,1
result,favour,1
wid,evn,1
must,wid,1
indians,must,1
thought,owaisi,1
people,thought,1
lot,people,1
recent,verdicts,1
definitely,shocker,1
shocker,im,1
im,sure,1
sure,strongly,1
strongly,shot,1
shot,arm,1
arm,ndtv,1
ndtv,nevertheless,1
nevertheless,congratulations,1
congratulations,congress,1
congress,field,1
field,workers,1
dogalapan,rafael,1
ka,dogalapan,1
terrorism,kudos,1
verdicts,definitely,1
seats,mad…,1
kick,start,1
swanky,morni…,1
happen,central,1
central,votes,1
votes,share,1
requirement,well,1
share,increased,1
increased,good,1
good,nw,1
coalition,requirement,1
understand,coalition,1
support,modi,1
vote,support,1
mission,vote,1
drama,mission,1
per,drama,1
deal,per,1
step,terrorism,1
great,step,1
keep,hating,1
castes,keep,1
others:,privatisation;attack,1
privatisation;attack,constitution;agenda,1
pls,consider,1
ji,pls,1
inefficient,minister,1
one,inefficient,1
pm,material,1
material,opponent,1
opponent,parliament,1
ji,one,1
deserve,sack,1
mayawati,watch,1
ji,deserve,1
kicking,win,1
start,kicking,1
patriotism,others:,1
use,patriotism,1
free,use,1
consider,sacking,1
upper,castes,1
region,has…,1
economically,upper,1
forward,economically,1
moving,forward,1
govt,moving,1
track,li…,1
congress,free,1
reason,lose:,1
lose:,itcell,1
itcell,lies,1
lies,hindumuslim,1
hindumuslim,card,1
card,congress,1
ghulam,ka,1
na,congressi,1
wholeheartedly,support,1
day,catch,1
saying,considering,1
considering,giving,1
giving,right,1
right,voting,1
voting,cows,1
clothes,choice,1
wear,clothes,1
updates,URL,1
gaps,age,1
age,gaps,1
gaps,mind,1
mind,gaps,1
gaps,worked,1
worked,years,1
years,life,1
sources,saying,1
state,day,1
know,work,1
seesawed,state,1
dare,should…,1
points,relation,1
instead,points,1
said,instead,1
media,said,1
certain,media,1
mandate,is…,1
outfits,love,1
western,outfits,1
mostly,western,1
wear,mostly,1
president,two…,1
mandate,to…,1
results,seesawed,1
choice,love,1
life,know,1
work,collectively,1
rahul,gandh…,1
various,reasons,1
todays,win,1
congress,made,1
deal,shows,1
made,happy,1
happy,shows,1
criticising,rafale,1
shows,hatred,1
hatred,created,1
created,minds,1
nda,criticising,1
minds,people,1
clear,lead,1
lead,state,1
state,follow,1
follow,electionrelated,1
reasons,todays,1
congress,various,1
collectively,matter,1
supporter,congress,1
matter,propaganda,1
propaganda,puts,1
puts,cold,1
cold,wars”,1
wars”,congress’,1
mandate,form,1
form,government”,1
government”,congress’,1
ndtv,detailed,1
power,vote,1
hungry,power,1
congress,hungry,1
shows,congress,1
clear,lead…,1
though,supporter,1
relation,exercise,1
exercise,image,1
image,recast,1
find,fault,1
instead,try,1
governance,instead,1
modijis,good,1
appreciate,modijis,1
never,appreciate,1
live,updates…,1
powerful,today,1
today,time,1
time,powerful,1
elections,people,1
gimmick,win,1
card,gimmick,1
minority,card,1
cast,minority,1
played,cast,1
try,find,1
fault,every,1
recast,congress,1
every,aspect,1
last,congress,1
seats,mp,1
mp,election,1
commission,close,1
chaat,na,1
thuk,chaat,1
seats,leading,1
theyre,thuk,1
seats,difference,1
condition,ryt,1
frauds,theyre,1
tax,frauds,1
also,tax,1
prez,also,1
party,prez,1
congress,played,1
done,like,1
whether,done,1
reopening,case,1
mayawati,ji,1
ji,clear,1
clear,people,1
done,people,1
chief,approach,1
approach,chief,1
states,electionrelated,1
terrified,congress,1
interview,terrified,1
modi,interview,1
people,modi,1
anyway,people,1
media,anyway,1
influence,media,1
strong,influence,1
approach,mayawati,1
must,approach,1
support,must,1
declared,seats,1
modi,reopening,1
thanks,modi,1
india,thanks,1
ur,mi…,1
read,detailed,1
analysis,follow,1
strength,democratic,1
seeking,support,1
democratic,politics,1
politics,consensus,1
consensus,leader,1
leader,tells,1
tells,ndtv,1
ndtv,seeking,1
vl,happen,1
well,maharashtra,1
vth,vl,1
narrative,discredit,1
modi,eed,1
played,trick,1
trick,let,1
let,congress,1
making,rajasthan,1
time,think,1
think,evm,1
evm,good,1
good,win,1
time,handling,1
handling,evm,1
evm,right,1
tho,soft,1
soft,corner,1
corner,aftr,1
discredit,modi,1
media,fake,1
usual,making,1
hated,media,1
defeated,gujarat,1
gujarat,nearly,1
defeated,mp,1
entire,ecosystem,1
ecosystem,corrupt,1
corrupt,politicians,1
politicians,paid,1
media,judiciary,1
judiciary,illusioned,1
illusioned,academia,1
academia,fake,1
fake,intellectuals,1
intellectuals,antiindia,1
antiindia,forces,1
forces,hated,1
aftr,wachin,1
wachin,press,1
alliance,vth,1
gst,middle,1
person,samjho,1
samjho,walo,1
walo,dont,1
want,congress,1
congress,ne,1
ne,evm,1
evm,hack,1
hack,kiya,1
kiya,hai,1
ans,state,1
give,ans,1
dont,give,1
cover,first,1
weak,link,1
end,modi,1
class,person,1
note,gst,1
press,conf,1
like,note,1
conf,clear,1
clear,dat,1
dat,emerged,1
emerged,mature,1
allocated,diverted,1
funds,allocated,1
aircrafts,funds,1
saying,aircrafts,1
minister,saying,1
govt,defense,1
state,nation,1
mature,option,1
fault,done,1
wrong,decisions,1
decisions,like,1
got,raped,1
rajasthan,another,1
another,heaven,1
really,win,1
dis,would,1
prove,dis,1
want,prove,1
fail,understand,1
really,fail,1
presented,really,1
justification,presented,1
detailed,justification,1
every,effort,1
effort,made,1
made,interrupted,1
interrupted,opposition,1
parties,simply,1
simply,create,1
create,later,1
would,really,1
win,rule,1
understands,arrogance,1
positive,change,1
septend,via,1
declines,septend,1
external,declines,1
indias,external,1
minorities,homeland,1
soon,minorities,1
hindus,soon,1
power,hindus,1
i.e,reverse,1
progress,i.e,1
gear,progress,1
handicapped,gear,1
congress,handicapped,1
ji,congress,1
change,sri,1
later,portray,1
portray,get,1
understand,detailed,1
done,need,1
colleagues,arent,1
namo🙏,nominate,1
choose,namo🙏,1
nation,choose,1
corruption,shame,1
things,immediately.we,1
immediately.we,keep,1
heaven,corruption,1
keep,faith,1
faith,modi,1
frankly,happy,1
happy,lost,1
lost,interested,1
interested,resign,1
resign,understands,1
arent,even,1
even,ready,1
ready,listen,1
hard,work,1
need,assure,1
assure,asap,1
elections,voting,1
voting,modi,1
ji,next,1
pm,hard,1
work,daily,1
listen,understand,1
daily,surely,1
surely,delivery,1
delivery,promises,1
promises,made,1
made,magician,1
magician,things,1
lies,cover,1
spinning,lies,1
keep,spinning,1
money,use,1
gain,cheap,1
past,avoid,1
popularity,use,1
use,leverage,1
leverage,made,1
made,huge,1
huge,mistake,1
mistake,giving,1
giving,away,1
away,states,1
states,exchequer,1
muslim,exercised,1
exercised,option,1
option,called,1
called,hindus,1
use,gain,1
exchequer,tax,1
explaining,answering,1
govt,exchequer,1
nda,stop,1
think,nda,1
though,want,1
hear,an…,1
congress,modus,1
modus,operandi,1
operandi,lie,1
lie,spread,1
shivsena,though,1
avoid,shivsena,1
spread,fake,1
news,win,1
election,give,1
give,loan,1
waiver,govt,1
hindus,hid,1
hid,nota,1
nota,indirect,1
ncp,past,1
raghuram,rajan,1
rajan,either,1
either,fm,1
fm,pm,1
maharashtra,without,1
hear,answer,1
losing,recent,1
recent,least,1
least,eected,1
eected,go,1
go,extent,1
extent,win,1
congress,loosing,1
loosing,due,1
due,alliance,1
majority,raghuram,1
get,majority,1
candidate,get,1
show,spine,1
know,voted,1
many,know,1
shivsena,many,1
without,shivsena,1
indirect,voting,1
congress,show,1
spine,vote,1
gadkari,pm,1
congress,directly,1
directly,led,1
led,going,1
win,choose,1
choose,ur,1
ur,side,1
stop,explaining,1
answering,upa,1
need,keep,1
would,replaces,1
claim,evm,1
evm,manipulation,1
manipulation,today,1
nsel,ftil,1
ftil,rented,1
rented,family,1
family,property,1
property,gandhi,1
major,developments,1
eeriment,seems,1
seems,definitive,1
definitive,recent,1
results,likely,1
likely,lead,1
hope,neutral,1
replaces,claim,1
mode,congress,1
upa,questions,1
happiness,mode,1
lie,need,1
one,lie,1
pewdiepie,vote,1
modi,magic,1
alright,ladies,1
gentlemen,good,1
neutral,journalism,1
good,morning,1
morning,extremely,1
extremely,enraptured,1
enraptured,excited,1
excited,crunch,1
crunch,election,1
election,day,1
day,happiness,1
way,eye,1
eye,opener,1
losing,states,1
states,proof,1
pappu,can’t,1
thus,pappu,1
developed,thus,1
never,want,1
shud,concentrate,1
concentrate,micro,1
micro,economic,1
economic,measures,1
measures,give,1
party,never,1
people,coming,1
coming,months,1
looters,congress,1
confirmed,looters,1
questions,confirmed,1
can’t,understand,1
understand,anything,1
well,answered,1
proof,things,1
opinions,hope,1
include,opinions,1
doesnt,include,1
facts,doesnt,1
journalist,facts,1
called,journalist,1
things,pink,1
answered,many,1
folks,called,1
many,folks,1
pink,ground,1
ground,level,1
level,modi,1
govt,shud,1
support,nda,1
channels,wholeheartedly,1
left,dood,1
maoisthit,chhattisgarh,1
mandate,arrogant”,1
arrogant”,state,1
president,sachin,1
faces,attack,1
rohingyas,faces,1
gst,rohingyas,1
slump,gst,1
economic,slump,1
misleading,country,1
stop,misleading,1
rafael,stop,1
got,rafael,1
anil,got,1
saying,anil,1
stop,saying,1
congress,lead,1
says,maoisthit,1
offset,contract,1
main,says,1
never,excited,1
really,people’s,1
anger,congress,1
amod,kumar,1
kumar,sinha,1
sinha,congress,1
gives,away,1
away,flowers,1
flowers,party,1
party,office,1
raipur,jeet,1
jeet,ki,1
ki,khushi,1
khushi,main,1
attack,within,1
contract,stop,1
learn,offset,1
promises,could,1
employment,rate,1
instead,increasing,1
seats,earlier,1
earlier,going,1
going,huge,1
vote,instead,1
leap,rajasthan,1
rajasthan,particularly,1
youths,india,1
particularly,ruling,1
reason,youths,1
major,reason,1
whole,india,1
indication,things,1
come,made,1
made,tall,1
increasing,employment,1
front”,congress,1
go,learn,1
much,front”,1
can’t,ignored,1
facts,can’t,1
india,facts,1
congress,leader…,1
important,meeting,1
meeting,leaders,1
leaders,madhya,1
minister,residence,1
residence,counting,1
declined,future,1
got,declined,1
elect,underway,1
underway,seesaw,1
done,much,1
rate,got,1
yrs,really,1
victories,last,1
said,victories,1
chhattisgarh,neck,1
least,admit,1
choose,days,1
pradesh,catch,1
candidate,manvendra,1
singh,son,1
son,veteran,1
veteran,jaswant,1
jaswant,singh,1
singh,crossed,1
crossed,congress,1
congress,weeks,1
weeks,joining,1
joining,electoral,1
electoral,race,1
race,trailing,1
neck,madhya,1
admit,going,1
anger,said,1
going,country,1
mandsaur,referred,1
referred,epicentre,1
epicentre,farmers’,1
farmers’,agitation,1
agitation,state,1
state,updates,1
wonderful,train,1
promises,thrives,1
empty,promises,1
function,empty,1
doesnt,function,1
government,doesnt,1
congress,coverage,1
need,government,1
country,right,1
trailing,facing,1
facing,vasundhara,1
threeterm,madhya,1
minister,hopes,1
congress,everywhere,1
everywhere,else,1
else,regional,1
regional,party,1
party,coexist,1
coexist,fight,1
fight,one,1
one,forget,1
forget,analysis,1
analysis,day,1
day,sheshadri,1
sheshadri,chari,1
victory,it’s,1
it’s,people’s,1
excited,see,1
leader,relationship,1
made,leader,1
see,someone’s,1
alternating,lead,1
hopes,it’s,1
it’s,currently,1
currently,close,1
close,race,1
race,congress,1
congress,alternating,1
lead,election,1
someone’s,leave,1
interesting,made,1
ji,choose,1
ps,indians😉,1
approved😂😂,ps,1
application,approved😂😂,1
leave,application,1
tall,promises,1
could,fulfill,1
news,channels,1
nervous,lose,1
congress,congratulations,1
easily,struggling,1
section,turn,1
weaker,section,1
economically,weaker,1
reservation,economically,1
giving,strong,1
strong,fight,1
states,far,1
provide,reservation,1
move,provide,1
hal,tax,1
ready,hal,1
get,ready,1
guys,get,1
turn,master,1
still,nervous,1
knew,would,1
would,still,1
politics,doesnt,1
doesnt,work,1
work,always,1
fight,difference,1
master,stroke,1
congress,many,1
seats,kamal,1
kamal,shows,1
shows,signs,1
signs,withering,1
withering,away,1
away,election,1
congress,kamal,1
kamal,nath,1
nath,would,1
conditions,cast,1
would,close”,1
fulfill,din’,1
rajisthan,congress,1
gap,madhya,1
pradesh,leads,1
seats,congresss,1
leaders,glued,1
glued,coverage,1
coverage,inside,1
inside,party,1
party,hq,1
hq,looking,1
years,read,1
economical,conditions,1
reservation,economical,1
want,reservation,1
leads,constitu…,1
shame,left,1
reduces,gap,1
election,updates,1
close”,ndtv,1
follow,election,1
ndtv,yashodhara,1
yashodhara,also,1
also,aunt,1
aunt,congress’,1
congress’,madhya,1
pradesh,campaign,1
campaign,chief,1
chief,jyotiraditya,1
jyotiraditya,scindia,1
scindia,electionrelated,1
ticket,contesting,1
contesting,speaker,1
speaker,sitasharan,1
sitasharan,sharma,1
sharma,follow,1
communal,politics,1
mongers,communal,1
hate,mongers,1
congress,voter,1
leads,start,1
start,dhating,1
dhating,naach,1
final,tally,1
tally,cong,1
cong,others,1
others,give,1
give,cm,1
post,teach,1
teach,congress,1
congress,lesson,1
lesson,take,1
take,revenge,1
results,coming,1
coming,showing,1
voter,leads,1
leading,start,1
thappad,hate,1
commentary,congress,1
din’,spoke,1
spoke,never,1
never,came”,1
came”,congress,1
mizoram,rejects,1
rejects,congress,1
chance,mnf,1
mnf,take,1
take,another,1
another,level,1
level,shot,1
shot,completely,1
completely,mojo,1
mojo,even,1
polls,cheatsheet,1
showing,gained,1
gained,much,1
much,last,1
years,faith,1
importance,alliances”,1
alliances”,congress,1
congress,takeaway,1
takeaway,fight,1
fight,given”,1
jumlas,got,1
got,rejected,1
invested,getting,1
rejected,arrogance,1
got,punished,1
punished,people,1
people,need,1
need,mandir/masjid,1
mandir/masjid,kadada,1
kadada,thappad,1
please,dont,1
getting,profits,1
gandhi,aware,1
give,hate,1
faith,people,1
road,whole,1
people,shifting,1
every,road,1
shifting,congress,1
realise,give,1
hate,development,1
kulkarni,gandhi,1
development,india,1
leader,sachin,1
digging,every,1
pilot,track,1
profits,digging,1
sudheendra,kulkarni,1
nahata,mandsaur,1
narendra,nahata,1
narendra,nahata…,1
lok,faces,1
deal’s,contract,1
rafale,deal’s,1
govt,rafale,1
targets,govt,1
seats,advantage…,1
markets,reacted,1
reacted,results,1
results,shows,1
shows,even,1
even,financial,1
gandhi,targets,1
financial,community,1
tweets,thugs,1
community,tired,1
see,tweets,1
chhattisgarh,catch,1
show,party,1
much,proportion,1
tweets,congress,1
fact,single,1
independence,fact,1
years,independence,1
sudheendra,ku…,1
region,gained,1
achievement,years,1
congress,achievement,1
president,ajay,1
ajay,singh,1
singh,congress,1
sp,independent,1
ire,times,1
india,arrogance,1
arrogance,lost,1
lost,tweets,1
proportion,see,1
happening,much,1
train,looks,1
use,as…,1
learning,eerience,1
eerience,recoup,1
recoup,indian,1
indian,elections,1
elections,always,1
always,fascinating,1
way,win,1
election,change,1
change,name,1
name,congress,1
ur,minds,1
minds,ls,1
ls,elections,1
congress,neck,1
twitter,case,1
use,learning,1
case,please,1
shame,work,1
please,correct,1
hand,shame,1
reach,hand,1
tired,welcomed,1
time,reach,1
took,much,1
craft,took,1
air,craft,1
rafale,air,1
years,rafale,1
welcomed,outcome”,1
exposed,congress,1
outcome”,congress’,1
minister,exposed,1
minister,minister,1
hats,defense,1
single,sheet,1
sheet,achievement,1
achievement,two,1
series,tweet,1
president,party,1
party,lead,1
stars,director,1
chhattisgarh,watch,1
gandhi,watch,1
congress,rameshwar,1
rameshwar,lal,1
lal,dudi,1
dudi,loses,1
loses,nokha,1
nokha,track,1
updates,detailed,1
detailed,results,1
dare,praised,1
praised,media,1
director,conversation,1
fight,together,1
two,term,1
united,fight,1
wiki,news,1
readings,wiki,1
tweet,readings,1
centre,hurt…,1
centre,hurt,1
hurt,party,1
party,watch,1
says,voters,1
voters,disillusioned,1
disillusioned,pm,1
pm,involved,1
corruption,losses,1
losses,result,1
result,track,1
opposition,united,1
media,says,1
says,alternative,1
alternative,well,1
well,states,1
sp,indepe…,1
uts,leaders,1
leaders,arrogance,1
arrogance,costed,1
costed,states,1
states,end,1
end,time,1
time,passed,1
passed,looks,1
looks,difficult,1
difficult,recover,1
recover,frm,1
frm,shock,1
rolling,party,1
term,rolling,1
party,centre,1
exactly,raga,1
raga,treated,1
trashed,help,1
expect,politician,1
id,expect,1
comments,id,1
kind,comments,1
us,drums,1
help,us,1
rodents,parliament,1
states,rajas…,1
conduct,rodents,1
party,conduct,1
actually,party,1
parliament,actually,1
today,parliament,1
treated,today,1
neck,looking,1
posting,twitter,1
every,posting,1
completed,govt,1
tell,promise,1
could,tell,1
anyone,could,1
indian,parliament,1
singh,detailed,1
victory,indian,1
live,up…,1
singh,track,1
upcoming,victory,1
knows,upcoming,1
group,knows,1
channel,group,1
zee,channel,1
spread,vote,1
respond,spread,1
promise,completed,1
govt,year,1
style,ghante,1
year,era,1
answers,old,1
evading,answers,1
man,evading,1
vl,win,1
win,mp,1
chhattisgarh,locked,1
fight,madhya,1
defraud,common,1
pradesh,detailed,1
attempt,defraud,1
president,two,1
parties,neck,1
neck,votes,1
another,attempt,1
era,decided,1
plz,respond,1
view,oops,1
sure,view,1
champions,sure,1
almost,tests,1
losing,almost,1
captain,yrs,1
pataudi,captain,1
idiot,pataudi,1
made,idiot,1
rascals,made,1
cong,rascals,1
congress,done…,1
working,ministers,1
hard,working,1
imagin,hard,1
thanks,imagin,1
germany,thanks,1
looks,germany,1
tests,made,1
ndtv,chhattisgarhelectionresults,1
made,fixer,1
series,lost,1
foe,champions,1
hear,foe,1
lets,hear,1
decades,never,1
lost,decades,1
party,seat…,1
losing,series,1
fixer,azzarudin,1
congress,wiped,1
wiped,says,1
azzarudin,yrs,1
says,seshadari,1
seshadari,chari,1
chari,catch,1
old,style,1
ghante,ka,1
nearly,every,1
kya,yehi,1
hai,acche,1
acche,din,1
people,us,1
us,fight,1
fight,tdp,1
tdp,respects,1
respects,mandate,1
mandate,people,1
people,telangana,1
telangana,naidus,1
naidus,office,1
office,said,1
said,trs,1
trs,sweep,1
sweep,congresstdp,1
yehi,hai,1
gayi,kya,1
lives,poor,1
haar,gayi,1
noticed,nearly,1
ive,noticed,1
campaign,ive,1
years,catch,1
catch,election,1
atal,je,1
je,time,1
paid,campaign,1
main,mp,1
mp,chattisgrh,1
chattisgrh,jeeti,1
aana,hai,1
firse,aana,1
main,jeeti,1
main,haar,1
congresstdp,alliance,1
alliance,live,1
chattisgarh,congress,1
congress,contender,1
jisme,sawalon,1
follow,all…,1
asked,office,1
office,canteen,1
canteen,thought,1
thought,todays,1
todays,election,1
diya,jisme,1
election,race,1
race,response,1
response,happy,1
happy,congress,1
fighting,administration,1
administration,ruined,1
ruined,lives,1
sawalon,ka,1
diya,hi,1
hi,nahi,1
says,campaigned,1
contender,next,1
next,cm,1
cm,state,1
state,interviewed,1
interviewed,mojo,1
mojo,says,1
campaigned,anti,1
poor,policies,1
aana,firse,1
ko,aana,1
logon,ko,1
aese,logon,1
nahi,aese,1
anti,poor,1
cm,ruling,1
autonomous,council,1
dont,mind,1
raped,murdered,1
change,term,1
term,dirty,1
dirty,way,1
way,years,1
years,old,1
strikes,another,1
old,raped,1
need,modi,1
dy,speaker,1
gandhi,wants,1
depends,rahul,1
time,depends,1
understanding,congress,1
congress,reason,1
reason,mps,1
mps,suspension,1
never,change,1
country,never,1
sentiments,country,1
religious,sentiments,1
caption,invited,1
accidental,primeminister,1
yoga,guru,1
guru,said,1
said,difficult,1
difficult,predict,1
predict,countrys,1
countrys,next,1
minister,view,1
view,current,1
current,political,1
political,situation,1
months,every,1
every,fights,1
fights,religious,1
suspension,dy,1
speaker,match,1
propaganda,pol…,1
destroyed,antics,1
knock,go,1
go,sleep,1
today,defeat,1
defeat,opposition,1
opposition,argument,1
argument,like,1
like,destroyed,1
antics,political,1
pm,time,1
political,stunts,1
scope,rahul,1
today,like,1
like,general,1
general,candidate,1
candidate,needs,1
needs,seats,1
months,knock,1
usual,months,1
laugh,usual,1
last,laugh,1
match,fixing,1
fixing,added,1
speaker,scolded,1
scolded,mps,1
govt,open,1
take,congress,1
gandhi,take,1
open,suggestions,1
suggestions,triple,1
talaq,says,1
says,prasad,1
congress,twitter,1
twitter,drama,1
drama,common,1
man,last,1
trailer,caption,1
tweeted,trailer,1
twitter,tweeted,1
end,suicide,1
lifeline,used,1
perfectly,put,1
put,makes,1
fools,still,1
makes,sound,1
sound,thrilling,1
thrilling,end,1
queen,drain,1
wars,twitter,1
drain,money,1
money,made,1
made,upa,1
upa,era,1
era,make,1
make,prince,1
prince,pm,1
one,lifeline,1
sure,one,1
end,sure,1
anti,hindu,1
shows,desperation,1
minister,shows,1
says,accidental,1
singh,says,1
amarinder,singh,1
like,increased,1
increased,price,1
cm,amarinder,1
country,citizens,1
ideally,country,1
idea,ideally,1
stick,idea,1
still,stick,1
national,anti…,1
national,anti,1
pm,throw,1
throw,one,1
one,trust,1
lead,next,1
nation,think,1
one,nation,1
fighting,one,1
men,fighting,1
two,men,1
economy,neglect,1
improve,indian,1
congress’,war,1
deal,improve,1
war,rule,1
rule,india,1
another,deal,1
taken,social,1
social,turn,1
turn,wars,1
think,lead,1
election,result,1
trust,namo,1
result,directly,1
namo,one,1
congress,ecosystem,1
ecosystem,already,1
already,agenda,1
agenda,vote,1
vote,make,1
india,clean,1
clean,ever👍🏻,1
hardworking,spokesperson,1
nation,fools,1
rate,nation,1
literacy,rate,1
actual,literacy,1
provide,actual,1
directly,provide,1
seats,win,1
win,like,1
like,seats,1
jaitleys,challenge,1
congress,hates,1
deserves,another,1
congress,accepts,1
accepts,arun,1
arun,jaitleys,1
one,one,1
varanasi,today,1
crore,varanasi,1
held,today,1
challenge,ready,1
ready,rafale,1
resolution,resettlement,1
resettlement,kashmiri,1
kashmiri,pandits,1
projects,worth,1
announce,projects,1
talk,deserves,1
walking,talk,1
regime,walking,1
congress,regime,1
killed,idea,1
get,killed,1
trying,get,1
modi,trying,1
hates,modi,1
today,also,1
also,parliament,1
parliament,winter,1
session,live,1
talaq,politically,1
politically,used,1
used,lok,1
called,transparency,1
transparency,lacking,1
lacking,congress,1
modi,announce,1
pandits,kashmir,1
kashmir,valley,1
inld,seats,1
key,features,1
vertical,key,1
present,parliament,1
first,vertical,1
railways,indias,1
indian,railways,1
sona,aloo,1
make,sona,1
thats,make,1
kudos,reasons,1
things,kudos,1
made,many,1
leadership,made,1
years,leadership,1
versus,years,1
others,seat,1
seats,inld,1
valley,passed,1
survey,seats,1
passed,congress,1
gift,pm,1
congress,staged,1
